t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786571351.865,-47,-95,1080,116,80,6
1.005,1786571352.870,-47,-95,1080,116,80,6
2.005,1786571353.871,-47,-95,1080,116,80,6
3.003,1786571354.869,-48,-95,1080,116,80,6
4.005,1786571355.871,-48,-95,1080,116,80,6
5.004,1786571356.871,-48,-95,1080,116,80,6
6.005,1786571357.871,-48,-95,1080,116,80,6
7.005,1786571358.872,-49,-95,1080,116,80,6
8.005,1786571359.871,-49,-95,864,116,80,6
9.002,1786571360.869,-49,-95,864,116,80,6
10.005,1786571361.870,-49,-95,864,116,80,6
11.001,1786571362.866,-49,-95,864,116,80,6
12.005,1786571363.870,-49,-95,864,116,80,6
13.000,1786571364.865,-48,-95,960,116,80,6
14.005,1786571365.870,-48,-95,960,116,80,6
15.004,1786571366.869,-48,-95,960,116,80,6
16.004,1786571367.869,-48,-95,960,116,80,6
17.001,1786571368.865,-49,-95,960,116,80,6
18.003,1786571369.868,-48,-95,1020,116,80,6
19.004,1786571370.869,-48,-95,1020,116,80,6
20.001,1786571371.866,-48,-95,1020,116,80,6
21.000,1786571372.865,-47,-95,1020,116,80,6
22.004,1786571373.869,-47,-95,1020,116,80,6
23.004,1786571374.870,-47,-95,960,116,80,6
24.005,1786571375.869,-47,-95,960,116,80,6
25.005,1786571376.870,-48,-95,960,116,80,6
26.000,1786571377.865,-49,-95,960,116,80,6
27.000,1786571378.866,-47,-95,960,116,80,6
28.004,1786571379.869,-47,-95,1080,116,80,6
29.001,1786571380.866,-48,-95,1080,116,80,6
30.002,1786571381.867,-48,-95,1080,116,80,6
31.002,1786571382.868,-48,-95,1080,116,80,6
32.000,1786571383.865,-48,-95,1080,116,80,6
33.005,1786571384.870,-47,-95,960,116,80,6
34.000,1786571385.865,-48,-95,960,116,80,6
35.002,1786571386.867,-48,-95,960,116,80,6
36.001,1786571387.866,-47,-95,960,116,80,6
37.003,1786571388.868,-48,-95,960,116,80,6
38.001,1786571389.866,-48,-95,960,116,80,6
39.004,1786571390.869,-48,-95,960,116,80,6
40.003,1786571391.868,-47,-95,960,116,80,6
41.004,1786571392.869,-48,-95,960,116,80,6
42.002,1786571393.867,-48,-95,960,116,80,6
43.001,1786571394.866,-48,-95,960,116,80,6
44.000,1786571395.866,-48,-95,960,116,80,6
45.000,1786571396.865,-48,-95,960,116,80,6
46.000,1786571397.865,-48,-95,960,116,80,6
47.005,1786571398.870,-48,-95,960,116,80,6
48.004,1786571399.869,-47,-95,1080,116,80,6
49.001,1786571400.866,-47,-95,1080,116,80,6
50.000,1786571401.865,-47,-95,1080,116,80,6
51.002,1786571402.868,-47,-95,1080,116,80,6
52.003,1786571403.868,-47,-95,1080,116,80,6
53.002,1786571404.869,-47,-95,864,116,80,6
54.003,1786571405.868,-47,-95,864,116,80,6
55.000,1786571406.865,-47,-95,864,116,80,6
56.005,1786571407.870,-47,-95,864,116,80,6
57.003,1786571408.868,-46,-95,864,116,80,6
58.000,1786571409.865,-47,-95,864,116,80,6
59.001,1786571410.866,-47,-95,864,116,80,6
60.002,1786571411.867,-47,-95,864,116,80,6
61.001,1786571412.866,-46,-95,864,116,80,6
62.001,1786571413.866,-47,-95,864,116,80,6
63.003,1786571414.868,-47,-95,960,116,80,6
64.000,1786571415.866,-47,-95,960,116,80,6
65.002,1786571416.868,-48,-95,960,116,80,6
66.002,1786571417.867,-47,-95,960,116,80,6
67.004,1786571418.869,-46,-95,960,116,80,6
68.000,1786571419.866,-47,-95,1080,116,80,6
69.001,1786571420.866,-47,-95,1080,116,80,6
70.002,1786571421.868,-47,-95,1080,116,80,6
71.004,1786571422.868,-47,-95,1080,116,80,6
72.004,1786571423.869,-47,-95,1080,116,80,6
73.005,1786571424.870,-47,-95,1080,116,80,6
74.004,1786571425.870,-47,-95,1080,116,80,6
75.003,1786571426.868,-47,-95,1080,116,80,6
76.000,1786571427.866,-47,-95,1080,116,80,6
77.005,1786571428.870,-47,-95,1080,116,80,6
78.003,1786571429.869,-47,-95,960,116,80,6
79.005,1786571430.870,-47,-95,960,116,80,6
80.005,1786571431.870,-47,-95,960,116,80,6
81.001,1786571432.866,-47,-95,960,116,80,6
82.005,1786571433.887,-47,-95,960,116,80,6
83.004,1786571434.869,-47,-95,206,116,80,6
84.001,1786571435.866,-47,-95,206,116,80,6
85.000,1786571436.865,-48,-95,206,116,80,6
86.001,1786571437.866,-48,-95,206,116,80,6
87.003,1786571438.868,-48,-95,206,116,80,6
88.002,1786571439.867,-48,-95,1080,116,80,6
89.003,1786571440.869,-47,-95,1080,116,80,6
90.001,1786571441.867,-48,-95,1080,116,80,6
91.004,1786571442.870,-47,-95,1080,116,80,6
92.004,1786571443.868,-47,-95,1080,116,80,6
93.004,1786571444.871,-47,-95,960,116,80,6
94.001,1786571445.866,-47,-95,960,116,80,6
95.005,1786571446.871,-47,-95,960,116,80,6
96.004,1786571447.868,-47,-95,960,116,80,6
97.005,1786571448.870,-47,-95,960,116,80,6
98.001,1786571449.867,-49,-95,864,116,80,6
99.004,1786571450.870,-49,-95,864,116,80,6
100.004,1786571451.869,-48,-95,864,116,80,6
101.004,1786571452.868,-48,-95,864,116,80,6
102.000,1786571453.865,-48,-95,864,116,80,6
103.001,1786571454.866,-48,-95,864,116,80,6
104.005,1786571455.869,-48,-95,864,116,80,6
105.001,1786571456.867,-48,-95,864,116,80,6
106.001,1786571457.866,-47,-95,864,116,80,6
107.005,1786571458.870,-47,-95,864,116,80,6
108.002,1786571459.867,-47,-95,1080,116,80,6
109.000,1786571460.865,-47,-95,1080,116,80,6
110.004,1786571461.869,-48,-95,1080,116,80,6
111.004,1786571462.868,-45,-95,1080,116,80,6
112.000,1786571463.866,-45,-95,1080,116,80,6
113.000,1786571464.865,-44,-95,1080,116,80,6
114.001,1786571465.867,-44,-95,1080,116,80,6
115.005,1786571466.870,-43,-95,1080,116,80,6
116.000,1786571467.865,-44,-95,1080,116,80,6
117.000,1786571468.866,-44,-95,1080,116,80,6
118.000,1786571469.865,-44,-95,1080,116,80,6
119.004,1786571470.869,-43,-95,1080,116,80,6
120.000,1786571471.866,-44,-95,1080,116,80,6
121.003,1786571472.869,-44,-95,1080,116,80,6
122.001,1786571473.867,-44,-95,1080,116,80,6
