t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1787177141.678,-40,-94,1200,36,80,0
1.006,1787177142.685,-40,-94,1200,36,80,0
2.002,1787177143.681,-40,-94,1200,36,80,0
3.002,1787177144.680,-39,-94,1200,36,80,0
4.005,1787177145.684,-40,-94,1200,36,80,0
5.002,1787177146.681,-40,-94,1200,36,80,0
6.005,1787177147.683,-40,-94,1200,36,80,0
7.001,1787177148.680,-40,-94,1200,36,80,0
8.010,1787177149.689,-40,-94,1200,36,80,0
9.002,1787177150.681,-39,-94,1200,36,80,0
10.005,1787177151.683,-40,-94,1200,36,80,0
11.007,1787177152.686,-40,-94,1200,36,80,0
12.001,1787177153.682,-40,-94,1200,36,80,0
13.010,1787177154.689,-40,-94,1200,36,80,0
14.005,1787177155.683,-40,-94,1200,36,80,0
15.002,1787177156.682,-40,-94,1200,36,80,0
16.002,1787177157.681,-40,-94,1200,36,80,0
17.008,1787177158.686,-40,-94,1200,36,80,0
18.005,1787177159.683,-39,-94,1200,36,80,0
19.002,1787177160.681,-40,-94,1200,36,80,0
20.010,1787177161.689,-40,-94,1200,36,80,0
21.002,1787177162.681,-40,-94,1200,36,80,0
22.002,1787177163.680,-40,-94,1200,36,80,0
23.010,1787177164.689,-40,-94,1200,36,80,0
24.004,1787177165.683,-40,-94,1200,36,80,0
25.010,1787177166.689,-40,-94,1200,36,80,0
26.002,1787177167.681,-39,-94,1200,36,80,0
27.009,1787177168.687,-40,-94,1200,36,80,0
28.006,1787177169.685,-40,-94,1200,36,80,0
29.009,1787177170.689,-40,-94,1200,36,80,0
30.010,1787177171.689,-40,-94,1200,36,80,0
31.008,1787177172.687,-40,-94,1200,36,80,0
32.006,1787177173.686,-40,-94,1200,36,80,0
33.005,1787177174.685,-40,-94,1200,36,80,0
34.010,1787177175.690,-40,-94,1200,36,80,0
35.002,1787177176.681,-40,-94,1200,36,80,0
36.002,1787177177.681,-40,-94,1200,36,80,0
37.010,1787177178.691,-40,-94,1200,36,80,0
38.006,1787177179.686,-39,-94,1200,36,80,0
39.002,1787177180.681,-40,-94,1200,36,80,0
40.006,1787177181.686,-40,-94,1200,36,80,0
