t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1787178004.962,-43,-94,1200,36,80,0
1.001,1787178005.964,-43,-94,1200,36,80,0
2.010,1787178006.972,-43,-94,1200,36,80,0
3.007,1787178007.970,-43,-94,1200,36,80,0
4.010,1787178008.972,-43,-94,1200,36,80,0
5.002,1787178009.965,-43,-94,1200,36,80,0
6.009,1787178010.971,-43,-94,1200,36,80,0
7.002,1787178011.964,-43,-94,1200,36,80,0
8.002,1787178012.964,-43,-94,1200,36,80,0
9.002,1787178013.964,-43,-94,1200,36,80,0
10.005,1787178014.967,-43,-94,1200,36,80,0
11.010,1787178015.972,-43,-94,1200,36,80,0
12.002,1787178016.964,-43,-94,1200,36,80,0
13.002,1787178017.964,-43,-94,1200,36,80,0
14.010,1787178018.972,-43,-94,1200,36,80,0
15.007,1787178019.970,-43,-94,1200,36,80,0
16.003,1787178020.965,-43,-94,1200,36,80,0
17.002,1787178021.964,-43,-94,1200,36,80,0
18.005,1787178022.967,-43,-94,1200,36,80,0
19.002,1787178023.964,-42,-94,1200,36,80,0
20.002,1787178024.965,-43,-94,1200,36,80,0
21.002,1787178025.964,-42,-94,1200,36,80,0
22.002,1787178026.964,-43,-94,1200,36,80,0
23.005,1787178027.967,-43,-94,1200,36,80,0
24.010,1787178028.972,-43,-94,1200,36,80,0
25.010,1787178029.972,-43,-94,1200,36,80,0
26.002,1787178030.964,-43,-94,1200,36,80,0
27.005,1787178031.967,-43,-94,1200,36,80,0
28.008,1787178032.970,-43,-94,1200,36,80,0
29.009,1787178033.972,-43,-94,1200,36,80,0
30.000,1787178034.962,-43,-94,1200,36,80,0
31.010,1787178035.972,-43,-94,1200,36,80,0
32.010,1787178036.972,-42,-94,1200,36,80,0
33.002,1787178037.965,-43,-94,1200,36,80,0
34.002,1787178038.964,-43,-94,1200,36,80,0
35.001,1787178039.963,-43,-94,1200,36,80,0
36.002,1787178040.964,-43,-94,1200,36,80,0
37.006,1787178041.968,-42,-94,1200,36,80,0
38.003,1787178042.965,-43,-94,1200,36,80,0
39.000,1787178043.962,-43,-94,1200,36,80,0
40.002,1787178044.964,-43,-94,1200,36,80,0
41.006,1787178045.968,-43,-94,1200,36,80,0
42.000,1787178046.962,-43,-94,1200,36,80,0
43.005,1787178047.967,-43,-94,1200,36,80,0
44.010,1787178048.972,-43,-94,1200,36,80,0
45.010,1787178049.972,-43,-94,1200,36,80,0
46.010,1787178050.972,-43,-94,1200,36,80,0
47.002,1787178051.965,-43,-94,1200,36,80,0
48.000,1787178052.962,-43,-94,1200,36,80,0
49.002,1787178053.964,-43,-94,1200,36,80,0
50.002,1787178054.964,-43,-94,1200,36,80,0
51.000,1787178055.962,-43,-94,1200,36,80,0
52.003,1787178056.965,-43,-94,1200,36,80,0
53.002,1787178057.964,-43,-94,1200,36,80,0
54.000,1787178058.962,-43,-94,1200,36,80,0
55.010,1787178059.972,-43,-94,1200,36,80,0
56.003,1787178060.965,-43,-94,1200,36,80,0
57.007,1787178061.969,-43,-94,1200,36,80,0
58.003,1787178062.965,-43,-94,1200,36,80,0
59.009,1787178063.972,-43,-94,1200,36,80,0
60.004,1787178064.966,-43,-94,1200,36,80,0
61.002,1787178065.968,-43,-94,1200,36,80,0
62.003,1787178066.965,-43,-94,1200,36,80,0
63.007,1787178067.969,-43,-94,1200,36,80,0
64.005,1787178068.967,-43,-94,1200,36,80,0
65.002,1787178069.964,-43,-94,1200,36,80,0
66.009,1787178070.971,-43,-94,1200,36,80,0
67.003,1787178071.965,-43,-94,1200,36,80,0
68.003,1787178072.965,-43,-94,1200,36,80,0
69.010,1787178073.973,-43,-94,1200,36,80,0
70.002,1787178074.964,-43,-94,1200,36,80,0
71.010,1787178075.972,-43,-94,1200,36,80,0
72.003,1787178076.965,-43,-94,1200,36,80,0
73.002,1787178077.964,-43,-94,1200,36,80,0
74.010,1787178078.972,-43,-94,1200,36,80,0
75.000,1787178079.963,-43,-94,1200,36,80,0
76.007,1787178080.969,-43,-94,1200,36,80,0
77.002,1787178081.964,-43,-94,1200,36,80,0
78.008,1787178082.970,-43,-94,1200,36,80,0
79.010,1787178083.972,-43,-94,1200,36,80,0
80.010,1787178084.972,-43,-94,1200,36,80,0
81.004,1787178085.966,-43,-94,1200,36,80,0
82.003,1787178086.966,-43,-94,1200,36,80,0
83.009,1787178087.971,-43,-94,1200,36,80,0
84.002,1787178088.964,-43,-94,1200,36,80,0
85.002,1787178089.964,-43,-94,1200,36,80,0
86.003,1787178090.965,-43,-94,1200,36,80,0
87.008,1787178091.970,-43,-94,1200,36,80,0
88.008,1787178092.970,-43,-94,1200,36,80,0
89.000,1787178093.962,-43,-94,1200,36,80,0
90.003,1787178094.965,-43,-94,1200,36,80,0
91.002,1787178095.964,-43,-94,1200,36,80,0
92.010,1787178096.972,-43,-94,1200,36,80,0
93.010,1787178097.973,-43,-94,1200,36,80,0
94.007,1787178098.969,-43,-94,1200,36,80,0
95.010,1787178099.973,-43,-94,1200,36,80,0
96.003,1787178100.966,-43,-94,1200,36,80,0
97.005,1787178101.967,-43,-94,1200,36,80,0
98.003,1787178102.965,-43,-94,1200,36,80,0
