t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1786825339.560,-69,-94,408,36,80,0
1.005,1786825340.567,-69,-94,408,36,80,0
2.005,1786825341.566,-69,-94,408,36,80,0
3.002,1786825342.562,-69,-94,408,36,80,0
4.002,1786825343.563,-69,-94,288,36,80,0
5.002,1786825344.562,-69,-94,288,36,80,0
6.003,1786825345.564,-70,-94,288,36,80,0
7.004,1786825346.565,-68,-94,288,36,80,0
8.000,1786825347.561,-68,-94,288,36,80,0
9.004,1786825348.564,-68,-94,306,36,80,0
10.004,1786825349.565,-69,-94,306,36,80,0
11.004,1786825350.565,-69,-94,306,36,80,0
12.002,1786825351.563,-67,-94,306,36,80,0
13.005,1786825352.565,-68,-94,306,36,80,0
14.005,1786825353.566,-70,-94,288,36,80,0
15.002,1786825354.563,-68,-94,288,36,80,0
16.005,1786825355.566,-68,-94,288,36,80,0
17.005,1786825356.566,-69,-94,288,36,80,0
18.001,1786825357.562,-69,-94,288,36,80,0
19.004,1786825358.565,-68,-94,272,36,80,0
20.002,1786825359.562,-69,-94,272,36,80,0
21.001,1786825360.562,-69,-94,272,36,80,0
22.003,1786825361.564,-69,-94,272,36,80,0
23.004,1786825362.565,-69,-94,272,36,80,0
24.005,1786825363.566,-68,-94,216,36,80,0
25.004,1786825364.565,-69,-94,216,36,80,0
26.004,1786825365.565,-68,-94,216,36,80,0
27.004,1786825366.565,-68,-94,216,36,80,0
28.004,1786825367.565,-68,-94,216,36,80,0
29.002,1786825368.563,-68,-94,272,36,80,0
30.002,1786825369.563,-68,-94,272,36,80,0
31.004,1786825370.565,-69,-94,272,36,80,0
32.002,1786825371.563,-69,-94,272,36,80,0
33.003,1786825372.564,-69,-94,272,36,80,0
34.001,1786825373.562,-69,-94,544,36,80,0
35.005,1786825374.566,-69,-94,544,36,80,0
36.003,1786825375.564,-68,-94,544,36,80,0
37.005,1786825376.566,-69,-94,544,36,80,0
38.003,1786825377.564,-68,-94,544,36,80,0
39.005,1786825378.566,-68,-94,576,36,80,0
40.002,1786825379.564,-68,-94,576,36,80,0
41.003,1786825380.564,-69,-94,576,36,80,0
42.005,1786825381.566,-67,-94,576,36,80,0
43.004,1786825382.566,-68,-94,576,36,80,0
44.002,1786825383.565,-67,-94,432,36,80,0
45.003,1786825384.565,-68,-94,432,36,80,0
46.002,1786825385.563,-68,-94,432,36,80,0
47.002,1786825386.563,-68,-94,432,36,80,0
48.001,1786825387.563,-69,-94,432,36,80,0
49.004,1786825388.566,-69,-94,288,36,80,0
50.002,1786825389.563,-70,-94,288,36,80,0
51.002,1786825390.563,-69,-94,288,36,80,0
52.004,1786825391.565,-68,-94,288,36,80,0
53.005,1786825392.567,-68,-94,288,36,80,0
54.002,1786825393.563,-69,-94,360,36,80,0
55.004,1786825394.566,-68,-94,360,36,80,0
56.001,1786825395.563,-69,-94,360,36,80,0
57.004,1786825396.565,-68,-94,360,36,80,0
58.004,1786825397.565,-67,-94,360,36,80,0
59.005,1786825398.567,-68,-94,324,36,80,0
60.005,1786825399.567,-69,-94,324,36,80,0
61.004,1786825400.566,-68,-94,324,36,80,0
62.004,1786825401.566,-68,-94,324,36,80,0
63.004,1786825402.566,-69,-94,324,36,80,0
64.005,1786825403.567,-67,-94,432,36,80,0
65.005,1786825404.567,-68,-94,432,36,80,0
66.003,1786825405.565,-68,-94,432,36,80,0
67.004,1786825406.566,-68,-94,432,36,80,0
68.005,1786825407.567,-68,-94,432,36,80,0
69.004,1786825408.566,-68,-94,432,36,80,0
70.001,1786825409.563,-68,-94,432,36,80,0
71.004,1786825410.566,-69,-94,432,36,80,0
72.004,1786825411.566,-69,-94,432,36,80,0
73.005,1786825412.567,-69,-94,432,36,80,0
74.005,1786825413.567,-69,-94,432,36,80,0
75.005,1786825414.568,-71,-94,432,36,80,0
76.005,1786825415.567,-68,-94,432,36,80,0
77.004,1786825416.566,-68,-94,432,36,80,0
78.003,1786825417.565,-69,-94,432,36,80,0
79.004,1786825418.566,-69,-94,432,36,80,0
80.001,1786825419.564,-69,-94,432,36,80,0
81.001,1786825420.563,-69,-94,432,36,80,0
82.004,1786825421.566,-69,-94,432,36,80,0
83.002,1786825422.564,-69,-94,432,36,80,0
84.003,1786825423.565,-68,-94,204,36,80,0
85.004,1786825424.566,-69,-94,204,36,80,0
86.004,1786825425.573,-69,-94,204,36,80,0
87.004,1786825426.567,-70,-94,204,36,80,0
88.002,1786825427.564,-70,-94,204,36,80,0
89.002,1786825428.565,-69,-94,216,36,80,0
90.001,1786825429.563,-70,-94,216,36,80,0
91.002,1786825430.565,-69,-94,216,36,80,0
92.004,1786825431.567,-70,-94,216,36,80,0
93.004,1786825432.566,-70,-94,216,36,80,0
94.005,1786825433.567,-69,-94,544,36,80,0
95.004,1786825434.566,-71,-94,544,36,80,0
96.002,1786825435.564,-71,-94,544,36,80,0
97.002,1786825436.564,-71,-94,544,36,80,0
98.001,1786825437.564,-70,-94,544,36,80,0
99.004,1786825438.566,-70,-94,288,36,80,0
100.002,1786825439.565,-70,-94,288,36,80,0
101.001,1786825440.565,-70,-94,288,36,80,0
102.002,1786825441.564,-70,-94,288,36,80,0
103.003,1786825442.565,-70,-94,288,36,80,0
104.002,1786825443.565,-70,-94,432,36,80,0
105.004,1786825444.566,-70,-94,432,36,80,0
106.003,1786825445.566,-70,-94,432,36,80,0
107.004,1786825446.566,-70,-94,432,36,80,0
108.005,1786825447.568,-69,-94,432,36,80,0
109.004,1786825448.566,-69,-94,432,36,80,0
110.005,1786825449.568,-69,-94,432,36,80,0
111.003,1786825450.566,-69,-94,432,36,80,0
112.002,1786825451.565,-70,-94,432,36,80,0
113.002,1786825452.565,-70,-94,432,36,80,0
114.002,1786825453.564,-70,-94,272,36,80,0
115.003,1786825454.566,-70,-94,272,36,80,0
116.001,1786825455.563,-70,-94,272,36,80,0
117.002,1786825456.565,-70,-94,272,36,80,0
118.001,1786825457.564,-68,-94,272,36,80,0
119.005,1786825458.568,-68,-94,432,36,80,0
