t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1786825164.441,-68,-94,408,36,80,0
1.000,1786825165.441,-67,-94,408,36,80,0
2.001,1786825166.443,-67,-94,408,36,80,0
3.005,1786825167.445,-67,-94,576,36,80,0
4.004,1786825168.445,-68,-94,576,36,80,0
5.001,1786825169.443,-67,-94,576,36,80,0
6.000,1786825170.441,-68,-94,576,36,80,0
7.002,1786825171.443,-67,-94,576,36,80,0
8.004,1786825172.444,-67,-94,408,36,80,0
9.004,1786825173.444,-69,-94,408,36,80,0
10.004,1786825174.444,-68,-94,408,36,80,0
11.004,1786825175.445,-67,-94,408,36,80,0
12.000,1786825176.441,-68,-94,408,36,80,0
13.005,1786825177.445,-70,-94,432,36,80,0
14.004,1786825178.445,-67,-94,432,36,80,0
15.001,1786825179.442,-67,-94,432,36,80,0
16.004,1786825180.445,-68,-94,432,36,80,0
17.001,1786825181.442,-69,-94,432,36,80,0
18.000,1786825182.440,-67,-94,288,36,80,0
19.003,1786825183.443,-68,-94,288,36,80,0
20.001,1786825184.441,-69,-94,288,36,80,0
21.005,1786825185.445,-68,-94,288,36,80,0
22.001,1786825186.441,-69,-94,288,36,80,0
23.004,1786825187.444,-67,-94,432,36,80,0
24.005,1786825188.446,-68,-94,432,36,80,0
25.003,1786825189.443,-68,-94,432,36,80,0
26.005,1786825190.445,-68,-94,432,36,80,0
27.004,1786825191.444,-68,-94,432,36,80,0
28.000,1786825192.441,-68,-94,272,36,80,0
29.004,1786825193.445,-68,-94,272,36,80,0
30.002,1786825194.443,-68,-94,272,36,80,0
31.000,1786825195.441,-68,-94,272,36,80,0
32.004,1786825196.445,-68,-94,272,36,80,0
33.002,1786825197.443,-68,-94,144,36,80,0
34.004,1786825198.445,-68,-94,144,36,80,0
35.002,1786825199.449,-69,-94,144,36,80,0
36.004,1786825200.446,-68,-94,144,36,80,0
37.001,1786825201.442,-67,-94,144,36,80,0
38.004,1786825202.445,-68,-94,324,36,80,0
39.005,1786825203.447,-67,-94,324,36,80,0
40.005,1786825204.445,-67,-94,324,36,80,0
41.003,1786825205.443,-68,-94,324,36,80,0
42.004,1786825206.445,-68,-94,324,36,80,0
43.005,1786825207.447,-67,-94,272,36,80,0
44.005,1786825208.446,-67,-94,272,36,80,0
45.003,1786825209.444,-67,-94,272,36,80,0
46.004,1786825210.445,-68,-94,272,36,80,0
47.001,1786825211.442,-67,-94,272,36,80,0
48.001,1786825212.442,-67,-94,216,36,80,0
49.003,1786825213.444,-69,-94,216,36,80,0
50.001,1786825214.442,-69,-94,216,36,80,0
51.002,1786825215.443,-68,-94,216,36,80,0
52.001,1786825216.442,-68,-94,216,36,80,0
53.003,1786825217.444,-68,-94,288,36,80,0
54.005,1786825218.446,-68,-94,288,36,80,0
55.003,1786825219.444,-69,-94,288,36,80,0
