t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1786826556.219,-67,-94,432,36,80,0
1.004,1786826557.223,-67,-94,432,36,80,0
2.005,1786826558.223,-67,-94,432,36,80,0
3.005,1786826559.224,-67,-94,432,36,80,0
4.005,1786826560.224,-67,-94,432,36,80,0
5.005,1786826561.224,-67,-94,432,36,80,0
6.005,1786826562.224,-67,-94,432,36,80,0
7.001,1786826563.220,-67,-94,432,36,80,0
8.003,1786826564.222,-67,-94,432,36,80,0
9.003,1786826565.222,-67,-94,432,36,80,0
10.005,1786826566.223,-67,-94,432,36,80,0
11.005,1786826567.224,-67,-94,576,36,80,0
12.004,1786826568.223,-67,-94,576,36,80,0
13.003,1786826569.222,-67,-94,576,36,80,0
14.002,1786826570.221,-67,-94,576,36,80,0
15.004,1786826571.223,-67,-94,576,36,80,0
16.002,1786826572.221,-67,-94,648,36,80,0
17.001,1786826573.220,-67,-94,648,36,80,0
18.002,1786826574.221,-69,-94,648,36,80,0
19.005,1786826575.224,-71,-94,648,36,80,0
20.003,1786826576.222,-68,-94,648,36,80,0
21.001,1786826577.220,-67,-94,544,36,80,0
22.004,1786826578.222,-67,-94,544,36,80,0
23.002,1786826579.221,-67,-94,544,36,80,0
24.002,1786826580.221,-67,-94,544,36,80,0
25.003,1786826581.222,-67,-94,544,36,80,0
26.004,1786826582.223,-67,-94,432,36,80,0
27.005,1786826583.224,-67,-94,432,36,80,0
28.002,1786826584.221,-67,-94,432,36,80,0
29.005,1786826585.224,-67,-94,432,36,80,0
30.002,1786826586.221,-66,-94,432,36,80,0
31.002,1786826587.221,-66,-94,432,36,80,0
32.005,1786826588.224,-67,-94,432,36,80,0
33.002,1786826589.220,-67,-94,432,36,80,0
34.002,1786826590.221,-67,-94,432,36,80,0
35.002,1786826591.221,-67,-94,432,36,80,0
36.002,1786826592.221,-67,-94,576,36,80,0
37.005,1786826593.224,-67,-94,576,36,80,0
38.005,1786826594.224,-67,-94,576,36,80,0
39.002,1786826595.221,-67,-94,576,36,80,0
40.005,1786826596.224,-67,-94,576,36,80,0
41.002,1786826597.221,-67,-94,576,36,80,0
42.004,1786826598.223,-67,-94,576,36,80,0
43.002,1786826599.221,-67,-94,576,36,80,0
44.003,1786826600.222,-67,-94,576,36,80,0
45.002,1786826601.221,-67,-94,576,36,80,0
46.003,1786826602.223,-66,-94,432,36,80,0
47.002,1786826603.221,-67,-94,432,36,80,0
48.005,1786826604.224,-67,-94,432,36,80,0
49.003,1786826605.222,-70,-94,432,36,80,0
50.003,1786826606.223,-68,-94,432,36,80,0
51.001,1786826607.220,-66,-94,288,36,80,0
52.005,1786826608.224,-66,-94,288,36,80,0
53.002,1786826609.221,-67,-94,288,36,80,0
54.004,1786826610.224,-67,-94,288,36,80,0
55.005,1786826611.228,-67,-94,288,36,80,0
56.002,1786826612.222,-67,-94,432,36,80,0
57.005,1786826613.224,-66,-94,432,36,80,0
58.002,1786826614.221,-66,-94,432,36,80,0
59.005,1786826615.224,-66,-94,432,36,80,0
60.004,1786826616.224,-67,-94,432,36,80,0
61.005,1786826617.224,-68,-94,432,36,80,0
62.003,1786826618.223,-68,-94,432,36,80,0
63.002,1786826619.221,-69,-94,432,36,80,0
64.003,1786826620.223,-69,-94,432,36,80,0
65.002,1786826621.221,-67,-94,432,36,80,0
66.002,1786826622.222,-67,-94,576,36,80,0
67.005,1786826623.224,-66,-94,576,36,80,0
68.005,1786826624.224,-67,-94,576,36,80,0
69.002,1786826625.221,-68,-94,576,36,80,0
70.001,1786826626.221,-67,-94,576,36,80,0
71.002,1786826627.221,-67,-94,432,36,80,0
72.004,1786826628.224,-67,-94,432,36,80,0
73.002,1786826629.222,-67,-94,432,36,80,0
74.002,1786826630.221,-67,-94,432,36,80,0
75.001,1786826631.220,-67,-94,432,36,80,0
76.002,1786826632.221,-69,-94,432,36,80,0
77.002,1786826633.222,-68,-94,432,36,80,0
78.003,1786826634.222,-67,-94,432,36,80,0
79.002,1786826635.221,-66,-94,432,36,80,0
80.005,1786826636.225,-66,-94,432,36,80,0
81.001,1786826637.220,-67,-94,648,36,80,0
82.002,1786826638.222,-67,-94,648,36,80,0
83.002,1786826639.222,-67,-94,648,36,80,0
84.002,1786826640.221,-66,-94,648,36,80,0
85.000,1786826641.221,-65,-94,648,36,80,0
86.001,1786826642.221,-66,-94,576,36,80,0
87.003,1786826643.223,-66,-94,576,36,80,0
88.000,1786826644.220,-66,-94,576,36,80,0
89.002,1786826645.222,-66,-94,576,36,80,0
90.005,1786826646.225,-69,-94,576,36,80,0
91.004,1786826647.224,-67,-94,432,36,80,0
92.001,1786826648.221,-67,-94,432,36,80,0
93.000,1786826649.220,-66,-94,432,36,80,0
94.005,1786826650.225,-67,-94,432,36,80,0
