t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786568799.810,-43,-94,1200,116,80,6
1.005,1786568800.814,-43,-94,1200,116,80,6
2.005,1786568801.814,-44,-94,1200,116,80,6
3.004,1786568802.813,-44,-94,1200,116,80,6
4.005,1786568803.815,-44,-94,1200,116,80,6
5.005,1786568804.814,-44,-94,1200,116,80,6
6.004,1786568805.812,-44,-94,1200,116,80,6
7.000,1786568806.808,-44,-95,1200,116,80,6
8.000,1786568807.811,-44,-95,1200,116,80,6
9.001,1786568808.810,-44,-95,1200,116,80,6
10.005,1786568809.814,-45,-95,1200,116,80,6
11.000,1786568810.809,-44,-95,1200,116,80,6
12.000,1786568811.809,-44,-95,1200,116,80,6
13.005,1786568812.815,-45,-95,1200,116,80,6
14.005,1786568813.814,-44,-95,1200,116,80,6
15.005,1786568814.814,-44,-95,1200,116,80,6
16.005,1786568815.814,-44,-95,1200,116,80,6
17.005,1786568816.814,-44,-95,1200,116,80,6
18.002,1786568817.811,-44,-95,1200,116,80,6
19.004,1786568818.812,-44,-95,1200,116,80,6
20.004,1786568819.813,-44,-95,1200,116,80,6
21.000,1786568820.809,-44,-95,1200,116,80,6
22.000,1786568821.809,-45,-95,1200,116,80,6
23.001,1786568822.809,-44,-95,1200,116,80,6
24.002,1786568823.812,-44,-95,1200,116,80,6
25.005,1786568824.815,-44,-95,1200,116,80,6
26.003,1786568825.812,-44,-95,1200,116,80,6
27.005,1786568826.814,-44,-95,1200,116,80,6
28.002,1786568827.811,-44,-95,1200,116,80,6
29.003,1786568828.811,-43,-95,1200,116,80,6
30.000,1786568829.809,-45,-95,1200,116,80,6
31.005,1786568830.814,-45,-95,1200,116,80,6
32.005,1786568831.814,-45,-95,1200,116,80,6
33.005,1786568832.814,-44,-95,1200,116,80,6
34.005,1786568833.814,-44,-95,1200,116,80,6
35.004,1786568834.812,-44,-95,1200,116,80,6
36.004,1786568835.813,-44,-95,1200,116,80,6
37.005,1786568836.814,-44,-95,1200,116,80,6
38.004,1786568837.813,-44,-95,1200,116,80,6
39.005,1786568838.814,-44,-95,1200,116,80,6
40.002,1786568839.810,-44,-95,1200,116,80,6
41.001,1786568840.810,-44,-95,1200,116,80,6
42.004,1786568841.813,-44,-95,1200,116,80,6
43.005,1786568842.815,-44,-95,1200,116,80,6
44.000,1786568843.810,-44,-95,1200,116,80,6
45.002,1786568844.811,-44,-95,1200,116,80,6
46.005,1786568845.814,-44,-95,1200,116,80,6
47.001,1786568846.810,-44,-95,1200,116,80,6
48.000,1786568847.809,-44,-95,1200,116,80,6
49.001,1786568848.810,-44,-95,1200,116,80,6
50.005,1786568849.813,-44,-95,1200,116,80,6
51.000,1786568850.810,-44,-95,1200,116,80,6
52.001,1786568851.809,-44,-95,1200,116,80,6
53.005,1786568852.815,-44,-95,1200,116,80,6
54.000,1786568853.809,-44,-95,1200,116,80,6
55.003,1786568854.814,-45,-95,1200,116,80,6
56.005,1786568855.814,-44,-95,1200,116,80,6
57.004,1786568856.814,-44,-95,1200,116,80,6
58.005,1786568857.814,-44,-95,1200,116,80,6
59.001,1786568858.811,-44,-95,1200,116,80,6
60.000,1786568859.810,-44,-95,1200,116,80,6
61.005,1786568860.814,-45,-95,1200,116,80,6
62.002,1786568861.811,-44,-95,1200,116,80,6
63.005,1786568862.815,-44,-95,1200,116,80,6
64.001,1786568863.810,-44,-95,1200,116,80,6
65.005,1786568864.814,-44,-95,1200,116,80,6
66.002,1786568865.811,-44,-95,1200,116,80,6
67.002,1786568866.811,-44,-95,1200,116,80,6
68.001,1786568867.810,-44,-95,1200,116,80,6
69.004,1786568868.813,-44,-95,1200,116,80,6
70.005,1786568869.815,-44,-95,1200,116,80,6
71.004,1786568870.812,-44,-95,1200,116,80,6
72.003,1786568871.813,-44,-95,286,116,80,6
73.004,1786568872.814,-43,-95,286,116,80,6
74.005,1786568873.816,-43,-95,286,116,80,6
75.004,1786568874.814,-44,-95,286,116,80,6
76.000,1786568875.810,-43,-95,286,116,80,6
77.001,1786568876.812,-44,-95,1200,116,80,6
