t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786568553.001,-44,-95,1200,116,80,6
1.005,1786568554.007,-44,-95,1200,116,80,6
2.005,1786568555.006,-44,-95,1200,116,80,6
3.000,1786568556.000,-48,-95,1080,116,80,6
4.005,1786568557.008,-45,-95,1080,116,80,6
5.005,1786568558.005,-46,-95,1080,116,80,6
6.002,1786568559.001,-46,-95,1080,116,80,6
7.001,1786568560.000,-47,-95,1080,116,80,6
8.001,1786568561.000,-46,-95,1080,116,80,6
9.005,1786568562.005,-46,-95,1080,116,80,6
10.005,1786568563.005,-47,-95,1080,116,80,6
11.001,1786568564.001,-46,-95,1080,116,80,6
12.000,1786568564.999,-46,-95,1080,116,80,6
13.001,1786568566.000,-47,-95,1080,116,80,6
14.001,1786568566.999,-46,-95,1080,116,80,6
15.004,1786568568.004,-47,-95,1080,116,80,6
16.001,1786568569.000,-46,-95,1080,116,80,6
17.000,1786568569.999,-46,-95,1080,116,80,6
18.005,1786568571.004,-47,-95,960,116,80,6
19.000,1786568571.999,-47,-95,960,116,80,6
20.001,1786568573.000,-46,-95,960,116,80,6
21.002,1786568574.002,-46,-95,960,116,80,6
22.004,1786568575.004,-47,-95,960,116,80,6
23.000,1786568575.999,-47,-95,1080,116,80,6
24.001,1786568577.001,-47,-95,1080,116,80,6
25.003,1786568578.003,-47,-95,1080,116,80,6
26.002,1786568579.001,-47,-95,1080,116,80,6
27.000,1786568579.999,-47,-95,1080,116,80,6
28.005,1786568581.004,-47,-95,1080,116,80,6
29.001,1786568581.999,-46,-95,1080,116,80,6
30.001,1786568583.001,-47,-95,1080,116,80,6
31.001,1786568584.000,-48,-95,1080,116,80,6
32.000,1786568584.999,-47,-95,1080,116,80,6
33.005,1786568586.004,-47,-95,1080,116,80,6
34.002,1786568587.001,-47,-95,1080,116,80,6
35.005,1786568588.003,-48,-95,1080,116,80,6
36.001,1786568589.000,-47,-95,1080,116,80,6
37.001,1786568590.000,-46,-95,1080,116,80,6
38.000,1786568590.999,-46,-95,1200,116,80,6
39.005,1786568592.004,-46,-95,1200,116,80,6
40.002,1786568593.001,-46,-95,1200,116,80,6
41.001,1786568594.000,-45,-95,1200,116,80,6
42.001,1786568594.999,-45,-95,1200,116,80,6
43.004,1786568596.003,-45,-95,1080,116,80,6
44.004,1786568597.003,-45,-95,1080,116,80,6
45.002,1786568598.001,-45,-95,1080,116,80,6
46.001,1786568599.000,-45,-95,1080,116,80,6
47.002,1786568600.003,-45,-95,1080,116,80,6
48.004,1786568601.003,-46,-95,1134,116,80,6
49.002,1786568602.002,-44,-95,1134,116,80,6
50.000,1786568602.999,-44,-95,1134,116,80,6
51.004,1786568604.003,-43,-95,1134,116,80,6
52.005,1786568605.004,-43,-95,1134,116,80,6
53.005,1786568606.005,-43,-95,960,116,80,6
54.005,1786568607.004,-43,-95,960,116,80,6
55.003,1786568608.003,-43,-95,960,116,80,6
56.000,1786568609.000,-43,-95,960,116,80,6
57.005,1786568610.005,-43,-95,960,116,80,6
58.000,1786568611.000,-44,-95,1200,116,80,6
59.002,1786568612.002,-43,-95,1200,116,80,6
60.000,1786568612.999,-43,-95,1200,116,80,6
61.004,1786568614.003,-43,-95,1200,116,80,6
62.005,1786568615.005,-43,-95,1200,116,80,6
63.002,1786568616.002,-43,-95,1080,116,80,6
64.005,1786568617.005,-43,-95,1080,116,80,6
65.005,1786568618.004,-43,-95,1080,116,80,6
66.005,1786568619.005,-43,-95,1080,116,80,6
67.004,1786568620.004,-43,-95,1080,116,80,6
68.004,1786568621.004,-43,-95,1200,116,80,6
69.004,1786568622.003,-44,-95,1200,116,80,6
70.001,1786568623.000,-43,-95,1200,116,80,6
71.004,1786568624.003,-43,-95,1200,116,80,6
72.002,1786568625.001,-43,-95,1200,116,80,6
73.005,1786568626.005,-43,-95,1134,116,80,6
74.004,1786568627.004,-43,-95,1134,116,80,6
75.004,1786568628.003,-43,-95,1134,116,80,6
76.000,1786568629.000,-43,-95,1134,116,80,6
77.005,1786568630.005,-43,-95,1134,116,80,6
