t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786568470.907,-47,-95,1134,116,80,6
1.005,1786568471.912,-46,-95,1134,116,80,6
2.003,1786568472.909,-46,-95,1134,116,80,6
3.005,1786568473.912,-46,-95,1134,116,80,6
4.001,1786568474.910,-46,-95,1080,116,80,6
5.002,1786568475.911,-47,-95,1080,116,80,6
6.002,1786568476.909,-46,-95,1080,116,80,6
7.000,1786568477.907,-47,-95,1080,116,80,6
8.000,1786568478.907,-47,-95,1080,116,80,6
9.002,1786568479.908,-47,-95,960,116,80,6
10.004,1786568480.910,-47,-95,960,116,80,6
11.001,1786568481.908,-47,-95,960,116,80,6
12.002,1786568482.908,-47,-95,960,116,80,6
13.003,1786568483.909,-48,-95,960,116,80,6
14.005,1786568484.912,-48,-95,960,116,80,6
15.004,1786568485.911,-47,-95,960,116,80,6
16.004,1786568486.911,-48,-95,960,116,80,6
17.005,1786568487.912,-47,-95,960,116,80,6
18.005,1786568488.912,-47,-95,960,116,80,6
19.005,1786568489.912,-47,-95,960,116,80,6
20.003,1786568490.910,-47,-95,960,116,80,6
21.000,1786568491.907,-48,-95,960,116,80,6
22.001,1786568492.908,-47,-95,960,116,80,6
23.000,1786568493.908,-48,-95,960,116,80,6
24.000,1786568494.908,-48,-95,1080,116,80,6
25.005,1786568495.912,-48,-95,1080,116,80,6
26.003,1786568496.910,-48,-95,1080,116,80,6
27.004,1786568497.912,-47,-95,1080,116,80,6
28.005,1786568498.912,-47,-95,1080,116,80,6
29.000,1786568499.908,-47,-95,960,116,80,6
30.003,1786568500.910,-47,-95,960,116,80,6
31.003,1786568501.910,-48,-95,960,116,80,6
32.005,1786568502.912,-47,-95,960,116,80,6
33.005,1786568503.912,-47,-95,960,116,80,6
34.000,1786568504.907,-47,-95,960,116,80,6
35.005,1786568505.912,-47,-95,907,116,80,6
36.005,1786568506.913,-47,-95,907,116,80,6
37.005,1786568507.911,-48,-95,907,116,80,6
38.005,1786568508.914,-47,-95,907,116,80,6
39.001,1786568509.909,-47,-95,907,116,80,6
40.000,1786568510.907,-47,-95,907,116,80,6
41.002,1786568511.909,-49,-95,907,116,80,6
42.005,1786568512.912,-47,-95,907,116,80,6
43.003,1786568513.910,-46,-95,907,116,80,6
44.005,1786568514.913,-48,-95,907,116,80,6
45.000,1786568515.907,-48,-95,907,116,80,6
46.005,1786568516.912,-48,-95,907,116,80,6
47.002,1786568517.909,-48,-95,907,116,80,6
48.005,1786568518.912,-48,-95,907,116,80,6
49.000,1786568519.907,-47,-95,907,116,80,6
50.001,1786568520.908,-48,-95,960,116,80,6
51.000,1786568521.907,-48,-95,960,116,80,6
52.000,1786568522.907,-48,-95,960,116,80,6
53.002,1786568523.910,-48,-95,960,116,80,6
54.002,1786568524.910,-47,-95,960,116,80,6
55.005,1786568525.912,-49,-95,960,116,80,6
56.000,1786568526.907,-47,-95,960,116,80,6
57.004,1786568527.911,-49,-95,960,116,80,6
58.001,1786568528.908,-47,-95,960,116,80,6
59.001,1786568529.908,-48,-95,960,116,80,6
60.001,1786568530.908,-48,-95,1080,116,80,6
61.001,1786568531.908,-48,-95,1080,116,80,6
62.002,1786568532.909,-48,-95,1080,116,80,6
63.000,1786568533.907,-48,-95,1080,116,80,6
64.005,1786568534.912,-48,-95,1080,116,80,6
65.005,1786568535.912,-48,-95,864,116,80,6
66.000,1786568536.908,-43,-95,864,116,80,6
67.003,1786568537.909,-44,-95,864,116,80,6
68.000,1786568538.909,-43,-95,864,116,80,6
69.002,1786568539.909,-44,-95,864,116,80,6
70.005,1786568540.913,-43,-95,1200,116,80,6
71.002,1786568541.909,-43,-95,1200,116,80,6
72.001,1786568542.909,-43,-95,1200,116,80,6
73.005,1786568543.913,-43,-95,1200,116,80,6
74.003,1786568544.910,-43,-95,1200,116,80,6
75.005,1786568545.913,-43,-95,1200,116,80,6
76.005,1786568546.913,-43,-95,1200,116,80,6
77.005,1786568547.913,-44,-95,1200,116,80,6
