t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786568635.215,-43,-95,1080,116,80,6
1.002,1786568636.218,-43,-95,286,116,80,6
2.005,1786568637.221,-43,-95,286,116,80,6
3.000,1786568638.215,-43,-95,286,116,80,6
4.005,1786568639.221,-43,-95,286,116,80,6
5.003,1786568640.221,-43,-95,286,116,80,6
6.001,1786568641.218,-43,-95,1200,116,80,6
7.005,1786568642.224,-43,-95,1200,116,80,6
8.005,1786568643.227,-43,-95,1200,116,80,6
9.005,1786568644.228,-43,-95,1200,116,80,6
10.002,1786568645.227,-43,-95,1200,116,80,6
11.003,1786568646.229,-43,-95,1200,116,80,6
12.005,1786568647.233,-43,-95,1200,116,80,6
13.002,1786568648.232,-43,-95,1200,116,80,6
14.001,1786568649.232,-43,-95,1200,116,80,6
15.005,1786568650.237,-43,-95,1200,116,80,6
16.002,1786568651.234,-43,-95,1200,116,80,6
17.002,1786568652.236,-43,-95,1200,116,80,6
18.005,1786568653.239,-43,-95,1200,116,80,6
19.003,1786568654.239,-43,-95,1200,116,80,6
20.002,1786568655.237,-43,-95,1200,116,80,6
21.001,1786568656.238,-43,-93,1200,116,80,6
22.005,1786568657.243,-44,-93,1200,116,80,6
23.005,1786568658.243,-43,-93,1200,116,80,6
24.004,1786568659.242,-43,-93,1200,116,80,6
25.000,1786568660.239,-43,-93,1200,116,80,6
26.002,1786568661.241,-43,-93,1200,116,80,6
27.005,1786568662.245,-43,-93,1200,116,80,6
28.001,1786568663.242,-43,-93,1200,116,80,6
29.003,1786568664.244,-43,-93,1200,116,80,6
30.001,1786568665.245,-43,-93,1200,116,80,6
31.000,1786568666.243,-43,-93,1200,116,80,6
32.005,1786568667.248,-43,-93,1200,116,80,6
33.000,1786568668.243,-43,-93,1200,116,80,6
34.004,1786568669.247,-43,-93,1200,116,80,6
35.005,1786568670.248,-43,-93,1200,116,80,6
36.005,1786568671.249,-43,-93,1200,116,80,6
37.003,1786568672.247,-43,-93,1200,116,80,6
38.005,1786568673.250,-43,-93,1200,116,80,6
39.000,1786568674.245,-43,-93,1200,116,80,6
40.005,1786568675.250,-43,-93,1200,116,80,6
41.000,1786568676.246,-43,-93,1200,116,80,6
42.001,1786568677.247,-43,-93,1200,116,80,6
43.001,1786568678.247,-43,-93,1200,116,80,6
44.000,1786568679.246,-43,-93,1200,116,80,6
45.003,1786568680.249,-43,-93,1200,116,80,6
46.005,1786568681.251,-44,-93,1200,116,80,6
47.002,1786568682.249,-44,-93,1200,116,80,6
48.000,1786568683.247,-44,-93,1200,116,80,6
49.003,1786568684.250,-44,-93,1200,116,80,6
50.000,1786568685.247,-43,-93,1200,116,80,6
51.000,1786568686.247,-44,-93,1080,116,80,6
52.005,1786568687.252,-44,-93,1080,116,80,6
53.005,1786568688.252,-44,-93,1080,116,80,6
54.002,1786568689.249,-43,-93,1080,116,80,6
55.002,1786568690.249,-42,-93,1080,116,80,6
56.002,1786568691.249,-44,-93,1080,116,80,6
57.002,1786568692.249,-44,-93,1080,116,80,6
58.002,1786568693.249,-44,-93,1080,116,80,6
59.000,1786568694.247,-43,-93,1080,116,80,6
60.001,1786568695.249,-44,-93,1080,116,80,6
61.002,1786568696.249,-44,-93,1080,116,80,6
62.002,1786568697.249,-44,-93,1080,116,80,6
63.000,1786568698.248,-43,-93,1080,116,80,6
64.002,1786568699.249,-44,-93,1080,116,80,6
65.002,1786568700.250,-44,-93,1080,116,80,6
66.001,1786568701.250,-44,-93,1200,116,80,6
67.002,1786568702.250,-44,-93,1200,116,80,6
68.005,1786568703.253,-44,-93,1200,116,80,6
69.001,1786568704.249,-42,-93,1200,116,80,6
70.001,1786568705.249,-43,-93,1200,116,80,6
71.000,1786568706.248,-43,-93,1200,116,80,6
72.002,1786568707.251,-43,-93,1200,116,80,6
73.000,1786568708.249,-43,-93,1200,116,80,6
74.003,1786568709.252,-43,-93,1200,116,80,6
75.005,1786568710.255,-43,-93,1200,116,80,6
76.003,1786568711.252,-43,-93,1200,116,80,6
77.005,1786568712.253,-44,-93,1200,116,80,6
