at_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,cost_ms
1.7e-05,-70,-94,432.0,36,80,3.112416
1.005141583,-69,-94,432.0,36,80,4.082417
2.009226083,-69,-94,432.0,36,80,4.123
3.013349875,-70,-94,432.0,36,80,3.511541
4.01691575,-71,-94,432.0,36,80,3.774666
5.02227425,-70,-94,432.0,36,80,3.768625
6.026043625,-70,-94,432.0,36,80,4.047916
7.030130791,-70,-94,432.0,36,80,3.95775
8.036110083,-70,-94,432.0,36,80,4.458542
9.042577916,-70,-94,432.0,36,80,3.901417
10.04722375,-70,-94,432.0,36,80,4.015541
11.053247125,-70,-94,432.0,36,80,3.937416
12.057185458,-71,-94,432.0,36,80,3.749833
13.060976166,-70,-94,432.0,36,80,3.864625
14.064841333,-71,-94,432.0,36,80,3.769625
15.069949,-71,-94,432.0,36,80,3.818083
16.073811833,-71,-94,432.0,36,80,3.869
17.077682125,-71,-94,432.0,36,80,3.8455
18.083537166,-72,-94,432.0,36,80,4.355209
19.087933416,-72,-94,432.0,36,80,3.353167
20.092166458,-71,-94,432.0,36,80,3.741917
21.096954375,-72,-94,432.0,36,80,3.078916
22.10007125,-73,-94,432.0,36,80,3.801916
23.103873708,-73,-94,432.0,36,80,3.477583
24.107352208,-73,-94,288.0,36,80,3.807792
25.111219333,-73,-94,288.0,36,80,3.961333
26.11652575,-72,-94,288.0,36,80,3.977875
27.120504583,-73,-94,288.0,36,80,3.82025
28.124361625,-73,-94,288.0,36,80,4.021
29.130400541,-73,-94,288.0,36,80,3.744459
30.136152583,-72,-94,288.0,36,80,4.06325
31.140315583,-73,-94,288.0,36,80,3.713875
32.144882458,-71,-94,288.0,36,80,3.798125
33.148682166,-72,-94,288.0,36,80,3.477167
34.153193333,-72,-94,272.0,36,80,3.630625
35.156824708,-72,-94,272.0,36,80,3.806375
36.162441416,-72,-94,272.0,36,80,3.6705
37.166356708,-72,-94,272.0,36,80,4.2025
38.170559791,-72,-94,272.0,36,80,3.823709
39.176049041,-73,-94,432.0,36,80,4.264584
40.180351125,-72,-94,432.0,36,80,3.819583
41.184171416,-72,-94,432.0,36,80,3.511917
42.189695333,-71,-94,432.0,36,80,3.556417
43.19329175,-70,-94,432.0,36,80,3.947125
44.197239458,-69,-94,544.0,36,80,3.9795
45.203235166,-70,-94,544.0,36,80,3.875459
46.207154791,-70,-94,544.0,36,80,3.86625
47.211021416,-70,-94,544.0,36,80,4.029334
48.217517875,-69,-94,544.0,36,80,10.968083
49.228632583,-69,-94,432.0,36,80,4.000417
50.232633458,-69,-94,432.0,36,80,2.98575
51.235623291,-69,-94,432.0,36,80,3.981625
52.239647875,-69,-94,432.0,36,80,3.96375
53.244019833,-69,-94,432.0,36,80,3.59925
54.24761975,-71,-94,432.0,36,80,3.529708
55.251187125,-70,-94,432.0,36,80,6.374583
56.257562416,-71,-94,432.0,36,80,3.543042
57.261106208,-69,-94,432.0,36,80,4.048917
58.267207166,-70,-94,432.0,36,80,8.841959
59.276049708,-70,-94,432.0,36,80,3.746708
60.279796958,-70,-94,432.0,36,80,4.221458
61.28409525,-70,-94,432.0,36,80,5.622291
62.291727458,-70,-94,432.0,36,80,3.088375
63.294816375,-69,-94,432.0,36,80,4.031416
64.298887791,-70,-94,576.0,36,80,3.706667
65.302599708,-70,-94,576.0,36,80,4.894125
66.307494458,-70,-94,576.0,36,80,4.147875
67.311681416,-69,-94,576.0,36,80,4.416167
68.316098333,-69,-94,576.0,36,80,4.836542
69.320935375,-70,-94,432.0,36,80,4.478416
70.325826291,-70,-94,432.0,36,80,9.87325
71.33570025,-69,-94,432.0,36,80,3.84625
72.339546958,-70,-94,432.0,36,80,4.131125
73.343720458,-69,-94,432.0,36,80,3.855708
74.347577,-69,-94,432.0,36,80,3.99375
75.351571541,-69,-94,432.0,36,80,5.319792
76.357194958,-70,-94,432.0,36,80,3.624542
77.360820166,-70,-94,432.0,36,80,4.2505
78.366247583,-70,-94,432.0,36,80,4.069042
79.372365833,-70,-94,432.0,36,80,3.694083
80.377695833,-70,-94,432.0,36,80,4.697292
81.383817583,-69,-94,432.0,36,80,4.130458
82.387989791,-70,-94,432.0,36,80,8.413584
83.396414833,-69,-94,432.0,36,80,4.328
84.402750916,-70,-94,432.0,36,80,3.714959
85.406507458,-70,-94,432.0,36,80,4.967
86.411475166,-70,-94,432.0,36,80,4.309
87.416403041,-70,-94,432.0,36,80,3.901625
88.420340625,-70,-94,432.0,36,80,3.559916
89.424298166,-71,-94,432.0,36,80,3.880959
90.428179625,-70,-94,432.0,36,80,3.72725
91.431987208,-70,-94,432.0,36,80,3.559542
92.437553583,-70,-94,432.0,36,80,3.536875
93.441090916,-71,-94,432.0,36,80,4.112792
94.445245416,-70,-94,432.0,36,80,4.175959
95.44942225,-70,-94,432.0,36,80,4.067666
96.453490541,-71,-94,432.0,36,80,4.53325
97.45806125,-71,-94,432.0,36,80,3.750416
98.461812291,-70,-94,432.0,36,80,3.601084
99.465413791,-70,-94,432.0,36,80,3.998375
100.469455916,-70,-94,432.0,36,80,3.490209
101.474953541,-70,-94,432.0,36,80,3.56525
102.4785195,-71,-94,432.0,36,80,3.893083
103.482453666,-70,-94,432.0,36,80,3.454584
