at_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,cost_ms
2.0417e-05,-69,-95,432.0,36,80,3.2465
1.003267958,-70,-95,432.0,36,80,3.862459
2.007132208,-69,-95,432.0,36,80,3.967084
3.011251917,-70,-95,432.0,36,80,4.023083
4.017356125,-70,-95,432.0,36,80,4.008792
5.0213665,-70,-95,432.0,36,80,3.940167
6.025307583,-70,-95,432.0,36,80,3.65025
7.028997,-69,-95,432.0,36,80,3.655833
8.032653458,-70,-95,432.0,36,80,4.21125
9.03686575,-70,-95,432.0,36,80,4.329083
10.041243208,-71,-95,432.0,36,80,3.963125
11.045207208,-70,-95,432.0,36,80,3.5435
12.04875125,-69,-95,432.0,36,80,4.525375
13.053323875,-70,-95,432.0,36,80,4.027292
14.059358125,-70,-95,432.0,36,80,3.802083
15.063160917,-70,-95,432.0,36,80,4.053
16.067265833,-70,-95,432.0,36,80,3.949959
17.07121725,-70,-95,432.0,36,80,3.868958
18.075086583,-70,-95,432.0,36,80,4.242542
19.079374167,-70,-95,432.0,36,80,4.0535
20.083428333,-70,-95,432.0,36,80,3.967709
21.088255125,-70,-95,432.0,36,80,3.997083
22.092299333,-69,-95,432.0,36,80,3.78225
23.096081833,-70,-95,432.0,36,80,3.655542
24.099737833,-70,-95,432.0,36,80,3.851209
25.104798083,-70,-95,432.0,36,80,3.840167
26.108639042,-70,-95,432.0,36,80,3.61425
27.112254125,-69,-95,432.0,36,80,4.04
28.116345875,-70,-95,432.0,36,80,4.468875
29.122823958,-70,-95,432.0,36,80,4.029459
30.126854042,-71,-95,432.0,36,80,3.27375
31.130229542,-71,-95,288.0,36,80,4.350416
32.134878167,-70,-95,288.0,36,80,3.692333
33.138572333,-70,-95,288.0,36,80,3.664709
34.142330083,-70,-95,288.0,36,80,3.291667
35.145622625,-70,-95,288.0,36,80,3.876292
36.151211375,-70,-95,432.0,36,80,3.66975
37.15693575,-70,-95,432.0,36,80,3.987667
38.162935583,-70,-95,432.0,36,80,4.070459
39.167006542,-70,-95,432.0,36,80,3.833916
40.17088625,-70,-95,432.0,36,80,4.379042
41.175266333,-70,-95,432.0,36,80,3.471334
42.178738417,-70,-95,432.0,36,80,3.427125
43.182841375,-70,-95,432.0,36,80,4.339458
44.1871815,-70,-95,432.0,36,80,4.030333
45.191212583,-70,-95,432.0,36,80,3.500084
46.194757583,-70,-95,432.0,36,80,3.974209
47.200741583,-70,-95,432.0,36,80,3.940542
48.204682833,-70,-95,432.0,36,80,3.883542
49.208611958,-70,-95,432.0,36,80,3.93725
50.214558042,-70,-95,432.0,36,80,3.871166
51.218429833,-70,-95,432.0,36,80,3.995125
52.22247825,-70,-95,432.0,36,80,4.573833
53.227052833,-70,-95,432.0,36,80,3.981042
54.231034875,-70,-95,432.0,36,80,3.69425
55.234774083,-70,-95,432.0,36,80,6.020959
56.242806375,-70,-95,432.0,36,80,3.722083
57.246529042,-70,-95,432.0,36,80,3.758083
58.252334042,-70,-95,432.0,36,80,3.677416
59.256012208,-70,-95,432.0,36,80,4.400667
60.260413708,-70,-95,432.0,36,80,3.539334
61.26403825,-70,-95,432.0,36,80,3.312208
62.269357167,-69,-95,432.0,36,80,3.641875
63.272999875,-70,-95,432.0,36,80,3.200583
64.277530792,-70,-95,432.0,36,80,4.055791
65.28233775,-70,-95,432.0,36,80,3.868208
66.28620675,-70,-95,432.0,36,80,3.913542
67.290160042,-70,-95,432.0,36,80,7.038708
68.29719975,-70,-95,432.0,36,80,4.154792
69.303362833,-70,-95,432.0,36,80,3.619917
70.307976458,-70,-95,432.0,36,80,3.900042
71.313612042,-69,-95,432.0,36,80,3.81925
72.317431875,-70,-95,432.0,36,80,3.615833
73.323098542,-70,-95,432.0,36,80,3.895625
74.327298375,-70,-95,432.0,36,80,4.122042
75.333430125,-70,-95,432.0,36,80,3.662792
76.337141542,-70,-95,137.0,36,80,3.678458
77.340820875,-69,-95,137.0,36,80,7.239333
78.348060667,-69,-95,137.0,36,80,3.704166
79.353814125,-69,-95,137.0,36,80,3.90475
80.359729,-70,-95,137.0,36,80,3.787833
81.363517875,-70,-95,432.0,36,80,3.92175
82.367489292,-70,-95,432.0,36,80,3.684291
83.371174333,-70,-95,432.0,36,80,3.666209
84.374841583,-70,-95,432.0,36,80,3.766584
85.378650708,-70,-95,432.0,36,80,3.853125
86.382504417,-70,-95,432.0,36,80,3.489125
87.385994333,-70,-95,432.0,36,80,3.868375
88.389901333,-70,-95,432.0,36,80,4.06375
89.395972458,-70,-95,432.0,36,80,3.527
90.399500458,-70,-95,432.0,36,80,3.79625
91.405398958,-71,-95,544.0,36,80,3.6085
92.409008125,-70,-95,544.0,36,80,3.332208
93.412340708,-70,-95,544.0,36,80,4.0475
94.416430708,-70,-95,544.0,36,80,3.387792
95.419819167,-70,-95,544.0,36,80,3.915333
96.423735,-69,-95,432.0,36,80,4.370833
97.428143625,-69,-95,432.0,36,80,3.531917
98.433426833,-70,-95,432.0,36,80,4.164542
99.437591792,-69,-95,432.0,36,80,3.737625
100.442819583,-69,-95,432.0,36,80,3.350625
101.446170792,-69,-95,432.0,36,80,3.560458
102.449731833,-69,-95,432.0,36,80,3.84325
103.453618042,-69,-95,432.0,36,80,3.967083
104.45758575,-69,-95,432.0,36,80,3.795167
105.461381417,-70,-95,432.0,36,80,3.992833
106.46541725,-69,-95,576.0,36,80,3.936833
107.469666125,-69,-95,576.0,36,80,3.744583
108.473411833,-69,-95,576.0,36,80,4.380125
109.479847625,-70,-95,576.0,36,80,4.1615
110.484009667,-71,-95,576.0,36,80,4.307125
111.488320167,-70,-95,408.0,36,80,4.148541
112.492516583,-70,-95,408.0,36,80,3.605875
113.496123167,-70,-95,408.0,36,80,4.555708
114.500681333,-70,-95,408.0,36,80,4.313792
115.505049125,-71,-95,408.0,36,80,4.17925
116.509229083,-70,-95,432.0,36,80,4.419167
117.513649042,-70,-95,432.0,36,80,4.203291
118.5178965,-70,-95,432.0,36,80,3.8935
119.521790667,-70,-95,432.0,36,80,4.741875
