at_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,cost_ms
1.6166e-05,-67,-94,648.0,36,80,3.388209
1.003406041,-67,-94,648.0,36,80,4.526917
2.008477833,-67,-94,648.0,36,80,3.909208
3.014397208,-68,-94,648.0,36,80,3.886208
4.019445875,-68,-94,408.0,36,80,4.18125
5.025101166,-68,-94,408.0,36,80,3.68275
6.028784541,-68,-94,408.0,36,80,3.736875
7.032566166,-67,-94,408.0,36,80,3.888917
8.037242125,-67,-94,408.0,36,80,3.883375
9.041128166,-68,-94,576.0,36,80,4.110084
10.045289833,-68,-94,576.0,36,80,3.985292
11.04927575,-69,-94,576.0,36,80,3.808708
12.053085166,-66,-94,576.0,36,80,3.649334
13.056772916,-68,-94,576.0,36,80,4.128
14.060901625,-67,-94,648.0,36,80,3.938708
15.064841125,-67,-94,648.0,36,80,4.009
16.068898125,-67,-94,648.0,36,80,3.482916
17.074393791,-68,-94,648.0,36,80,4.037375
18.078431958,-68,-94,648.0,36,80,3.796375
19.082279208,-67,-94,612.0,36,80,3.9625
20.086242958,-67,-94,612.0,36,80,4.220292
21.090463791,-67,-94,612.0,36,80,3.857084
22.095325166,-67,-94,612.0,36,80,3.810792
23.099136791,-67,-94,612.0,36,80,4.140125
24.10327775,-69,-94,576.0,36,80,6.627208
25.10995375,-68,-94,576.0,36,80,3.687
26.115645666,-67,-94,576.0,36,80,3.860084
27.121514833,-67,-94,576.0,36,80,3.956875
28.12753175,-67,-94,576.0,36,80,3.697708
29.132496375,-67,-94,648.0,36,80,4.735416
30.1372325,-67,-94,648.0,36,80,3.803125
31.143153083,-66,-94,648.0,36,80,3.653625
32.146807041,-66,-94,648.0,36,80,4.07325
33.150886708,-67,-94,648.0,36,80,4.364417
34.157310666,-67,-94,154.0,36,80,3.8435
35.161154708,-67,-94,154.0,36,80,4.17375
36.165329416,-67,-94,154.0,36,80,4.05075
37.169426,-67,-94,154.0,36,80,3.951625
38.175387958,-67,-94,154.0,36,80,4.158625
