at_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,cost_ms
1.5791e-05,-69,-94,432.0,36,80,3.054625
1.005081708,-71,-94,432.0,36,80,3.874625
2.008958416,-69,-94,432.0,36,80,3.715792
3.012674875,-69,-94,432.0,36,80,3.718875
4.016449833,-70,-94,432.0,36,80,3.958542
5.022419458,-71,-94,544.0,36,80,3.9355
6.026355708,-70,-94,544.0,36,80,3.625458
7.0300245,-70,-94,544.0,36,80,3.72875
8.03576075,-70,-94,544.0,36,80,3.485291
9.039249458,-70,-94,544.0,36,80,3.979083
10.043272833,-70,-94,576.0,36,80,3.793167
11.047511333,-69,-94,576.0,36,80,3.968958
12.051481125,-69,-94,576.0,36,80,4.13425
13.055655791,-69,-94,576.0,36,80,4.428084
14.062091833,-71,-94,576.0,36,80,3.949833
15.066042375,-69,-94,544.0,36,80,4.139
16.071492,-69,-94,544.0,36,80,3.73625
17.075230166,-69,-94,544.0,36,80,3.909375
18.08114975,-68,-94,544.0,36,80,3.789625
19.084979333,-69,-94,544.0,36,80,3.606958
20.088748083,-69,-94,648.0,36,80,3.834708
21.092583458,-68,-94,648.0,36,80,3.73225
22.0963665,-68,-94,648.0,36,80,3.590375
23.099957541,-67,-94,648.0,36,80,3.616375
24.104790958,-68,-94,648.0,36,80,3.865542
25.10870175,-67,-94,576.0,36,80,3.961
26.112663458,-68,-94,576.0,36,80,4.049375
27.116713791,-68,-94,576.0,36,80,4.131417
28.120893375,-68,-94,576.0,36,80,3.93125
29.126836541,-68,-94,576.0,36,80,3.546542
30.13038375,-68,-94,576.0,36,80,3.443083
31.133923958,-68,-94,576.0,36,80,3.769917
32.139509625,-68,-94,576.0,36,80,4.044625
33.143556208,-68,-94,576.0,36,80,3.438708
34.147041916,-68,-94,576.0,36,80,3.952792
35.150995291,-68,-94,576.0,36,80,3.7035
36.1546995,-67,-94,576.0,36,80,3.673416
37.158418625,-68,-94,576.0,36,80,3.888666
38.1636555,-68,-94,576.0,36,80,3.585166
39.167241125,-68,-94,576.0,36,80,3.861125
40.17128875,-68,-94,576.0,36,80,3.832458
41.175121958,-67,-94,576.0,36,80,3.964667
42.179087375,-68,-94,576.0,36,80,3.58375
43.182714708,-68,-94,576.0,36,80,3.9385
44.187061583,-67,-94,576.0,36,80,3.976333
45.191039125,-68,-94,576.0,36,80,3.956333
46.195376875,-67,-94,576.0,36,80,3.705166
47.199082708,-68,-94,576.0,36,80,3.781667
48.202864833,-68,-94,576.0,36,80,3.871208
49.208791083,-68,-94,576.0,36,80,3.9795
50.2147805,-68,-94,432.0,36,80,3.3025
51.218083958,-67,-94,432.0,36,80,4.086333
52.223610333,-68,-94,432.0,36,80,3.816875
53.227427791,-68,-94,432.0,36,80,4.047917
54.231476375,-68,-94,432.0,36,80,3.858666
55.235380833,-68,-94,576.0,36,80,3.772208
56.239153708,-67,-94,576.0,36,80,3.255792
57.242410166,-68,-94,576.0,36,80,3.910125
58.246444583,-68,-94,576.0,36,80,4.194292
59.250639541,-68,-94,576.0,36,80,4.119709
60.255475583,-68,-94,576.0,36,80,3.627833
61.261131708,-68,-94,576.0,36,80,4.046458
62.266874,-68,-94,576.0,36,80,3.794916
63.272489125,-68,-94,576.0,36,80,3.632416
64.277749166,-68,-94,576.0,36,80,3.717125
65.282289125,-68,-94,576.0,36,80,4.332166
66.28739575,-68,-94,576.0,36,80,3.815041
67.291250875,-67,-94,576.0,36,80,3.88825
68.297147458,-68,-94,576.0,36,80,3.645917
69.300793833,-68,-94,576.0,36,80,3.861
70.304698583,-68,-94,576.0,36,80,3.879167
71.308578625,-67,-94,576.0,36,80,3.630583
72.312209916,-67,-94,576.0,36,80,3.885334
73.316139291,-68,-94,576.0,36,80,3.78325
74.319923125,-68,-94,576.0,36,80,3.752458
75.32367625,-68,-94,576.0,36,80,3.822916
76.327545291,-68,-94,576.0,36,80,3.851125
77.332213041,-68,-94,576.0,36,80,3.698709
78.335912333,-68,-94,576.0,36,80,4.101625
79.341896666,-68,-94,576.0,36,80,3.756584
80.345653958,-68,-94,576.0,36,80,3.4665
81.349121166,-67,-94,576.0,36,80,3.671084
82.354844083,-67,-94,576.0,36,80,3.619375
83.358464291,-68,-94,576.0,36,80,3.694209
84.362159291,-67,-94,576.0,36,80,3.728084
85.366287875,-68,-94,576.0,36,80,3.788875
86.370077625,-68,-94,576.0,36,80,3.876
87.373954125,-67,-94,576.0,36,80,4.973083
88.378968166,-67,-94,576.0,36,80,3.892959
89.382861875,-68,-94,576.0,36,80,3.737541
90.388609458,-67,-94,576.0,36,80,3.846625
91.392542166,-68,-94,576.0,36,80,3.766834
92.396309875,-67,-94,576.0,36,80,3.856
93.400166541,-68,-94,576.0,36,80,4.065125
94.406175333,-68,-94,576.0,36,80,3.804875
95.409980916,-68,-94,576.0,36,80,3.876959
96.414082458,-68,-94,576.0,36,80,3.870125
97.420006041,-68,-94,576.0,36,80,3.583042
98.423589541,-68,-94,576.0,36,80,4.080042
99.429680166,-68,-94,576.0,36,80,3.729209
100.43346125,-67,-94,576.0,36,80,3.816291
101.43904075,-67,-94,576.0,36,80,3.767875
102.442809708,-67,-94,576.0,36,80,4.018417
103.44887625,-68,-94,576.0,36,80,3.808
104.452685083,-68,-94,576.0,36,80,3.780875
105.457132708,-67,-94,576.0,36,80,3.761125
106.4611405,-67,-94,576.0,36,80,4.173791
107.465315166,-67,-94,576.0,36,80,4.074209
108.469389875,-68,-94,576.0,36,80,3.936458
109.473369083,-68,-94,576.0,36,80,4.133833
110.478343416,-67,-94,408.0,36,80,4.044875
111.482389166,-67,-94,408.0,36,80,3.629375
112.486059083,-67,-94,408.0,36,80,4.082458
113.490142458,-68,-94,408.0,36,80,3.885667
114.496038083,-67,-94,408.0,36,80,3.5225
115.499604541,-68,-94,432.0,36,80,3.700459
116.505316125,-68,-94,432.0,36,80,3.911083
117.509227708,-67,-94,432.0,36,80,3.843542
118.5134845,-67,-94,432.0,36,80,3.862
119.519356875,-67,-94,432.0,36,80,4.120541
