at_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,cost_ms
1.6667e-05,-70,-94,432.0,36,80,3.410666
1.003428542,-70,-94,432.0,36,80,3.62475
2.0070555,-70,-94,432.0,36,80,3.990458
3.011046625,-70,-94,432.0,36,80,3.786083
4.014885583,-71,-94,432.0,36,80,3.973375
5.01944425,-70,-94,432.0,36,80,3.837625
6.0232825,-70,-94,432.0,36,80,3.779667
7.027102625,-70,-94,432.0,36,80,4.053042
8.032005625,-70,-94,432.0,36,80,4.057167
9.036063667,-70,-94,432.0,36,80,3.53575
10.039636667,-70,-94,432.0,36,80,3.83925
11.043476333,-70,-94,432.0,36,80,3.938959
12.0494265,-70,-94,432.0,36,80,4.027708
13.053498292,-70,-94,432.0,36,80,3.976958
14.057475958,-70,-94,432.0,36,80,3.898209
15.062504708,-70,-94,432.0,36,80,4.391125
16.068746667,-70,-94,432.0,36,80,3.766125
17.072516375,-70,-94,432.0,36,80,3.957292
18.076474792,-70,-94,432.0,36,80,3.991208
19.080503125,-70,-94,432.0,36,80,3.813792
20.084608375,-70,-94,432.0,36,80,3.979125
21.088588375,-70,-94,432.0,36,80,4.192375
22.092817958,-70,-94,432.0,36,80,3.890167
23.096709708,-70,-94,432.0,36,80,3.965584
24.101761708,-70,-94,432.0,36,80,3.990125
25.107797083,-70,-94,432.0,36,80,3.695375
26.111493167,-71,-94,432.0,36,80,3.742375
27.117245708,-70,-94,432.0,36,80,3.54275
28.120831417,-70,-94,432.0,36,80,3.658875
29.124490833,-71,-94,432.0,36,80,4.235125
30.13073175,-70,-94,432.0,36,80,4.080292
31.13490125,-71,-94,432.0,36,80,4.096125
32.138998042,-71,-94,432.0,36,80,4.136
33.143135708,-70,-94,288.0,36,80,3.575917
34.146753083,-70,-94,288.0,36,80,4.360292
35.151114167,-70,-94,288.0,36,80,3.835791
36.15696,-70,-94,288.0,36,80,3.75675
37.160753583,-70,-94,288.0,36,80,4.061542
38.165918375,-70,-94,432.0,36,80,3.796917
39.169715917,-70,-94,432.0,36,80,3.937958
40.17506875,-71,-94,432.0,36,80,3.949292
41.180045292,-70,-94,432.0,36,80,4.048583
42.184094625,-70,-94,432.0,36,80,3.867917
43.188005583,-70,-94,432.0,36,80,3.834875
44.191840875,-70,-94,432.0,36,80,4.000958
45.1958425,-70,-94,432.0,36,80,3.790917
46.19967425,-70,-94,432.0,36,80,4.080208
47.203755375,-70,-94,432.0,36,80,3.852792
48.207608833,-70,-94,408.0,36,80,3.754542
49.211399292,-70,-94,408.0,36,80,3.987083
50.217397708,-69,-94,408.0,36,80,3.959875
51.22135825,-69,-94,408.0,36,80,3.870667
52.225281917,-70,-94,408.0,36,80,3.719125
53.229001417,-70,-94,432.0,36,80,3.822375
54.232902125,-70,-94,432.0,36,80,3.681125
55.236623875,-70,-94,432.0,36,80,4.038958
56.240663667,-69,-94,432.0,36,80,3.779791
57.24476375,-70,-94,432.0,36,80,3.935792
58.250749375,-70,-94,432.0,36,80,3.765667
59.256523708,-70,-94,432.0,36,80,4.0115
60.261002,-71,-94,432.0,36,80,4.11025
61.267297583,-70,-94,432.0,36,80,3.634542
62.271511333,-70,-94,432.0,36,80,3.54975
63.275061542,-70,-94,432.0,36,80,3.877041
64.278977875,-70,-94,432.0,36,80,4.023333
65.28300425,-70,-94,432.0,36,80,4.313833
66.28731875,-70,-94,432.0,36,80,3.462708
67.290833667,-70,-94,432.0,36,80,3.717708
68.295543083,-70,-95,432.0,36,80,7.314125
69.304864792,-70,-95,432.0,36,80,3.565208
70.308468458,-70,-95,432.0,36,80,6.49925
71.314968625,-70,-95,432.0,36,80,4.017875
