at_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,cost_ms
1.6333e-05,-70,-94,432.0,36,80,3.971167
1.005779125,-70,-94,432.0,36,80,3.842083
2.010972,-70,-94,432.0,36,80,3.898833
3.016124791,-70,-94,432.0,36,80,3.400875
4.019584666,-70,-94,432.0,36,80,3.840084
5.023426291,-70,-94,432.0,36,80,5.784167
6.0292115,-70,-94,432.0,36,80,3.886666
7.033141458,-70,-94,432.0,36,80,3.710208
8.036852291,-70,-94,432.0,36,80,4.101084
9.04223425,-70,-94,432.0,36,80,3.134041
10.045413083,-70,-94,432.0,36,80,3.723708
11.051145083,-70,-94,432.0,36,80,3.560875
12.056714916,-71,-94,432.0,36,80,4.092084
13.062868583,-71,-94,432.0,36,80,4.01375
14.066883291,-70,-94,432.0,36,80,3.728834
15.072625,-70,-94,576.0,36,80,3.901875
16.076571375,-70,-94,576.0,36,80,3.722541
17.080296208,-70,-94,576.0,36,80,3.739708
18.0854065,-70,-94,576.0,36,80,3.803416
19.089255,-70,-94,576.0,36,80,3.933333
20.095198666,-70,-94,576.0,36,80,4.013584
21.10081325,-70,-94,576.0,36,80,3.628666
22.104482875,-70,-94,576.0,36,80,3.899041
23.108382541,-69,-94,576.0,36,80,3.713167
24.114106541,-69,-94,576.0,36,80,3.874292
25.118466041,-69,-94,576.0,36,80,3.883792
26.122350666,-69,-94,576.0,36,80,3.864042
27.126215208,-69,-94,576.0,36,80,3.682708
28.131938458,-69,-94,576.0,36,80,3.4535
29.1353925,-69,-94,576.0,36,80,3.938291
30.139331625,-69,-94,576.0,36,80,4.133458
31.144224,-69,-94,576.0,36,80,3.921041
32.150155125,-69,-94,576.0,36,80,3.792666
33.153949541,-70,-94,576.0,36,80,3.7785
34.158057291,-69,-94,576.0,36,80,3.46475
35.161522958,-70,-94,576.0,36,80,3.621083
36.165774041,-69,-94,576.0,36,80,3.441167
37.169260833,-70,-94,576.0,36,80,3.794917
38.17305675,-70,-94,576.0,36,80,4.222458
39.177282583,-69,-94,576.0,36,80,4.234125
40.183569958,-70,-94,432.0,36,80,3.868042
41.187438541,-69,-94,432.0,36,80,4.135959
42.191575083,-69,-94,432.0,36,80,3.471917
43.195087125,-69,-94,432.0,36,80,3.79525
44.198883,-69,-94,432.0,36,80,3.94275
45.202826833,-69,-94,576.0,36,80,3.829958
46.208712791,-69,-94,576.0,36,80,3.542709
47.213817041,-69,-94,576.0,36,80,4.127417
48.218061875,-70,-94,576.0,36,80,3.906416
