at_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,cost_ms
1.7959e-05,-69,-94,408.0,36,80,3.098416
1.003117042,-69,-94,432.0,36,80,4.443042
2.007563625,-69,-94,432.0,36,80,3.830084
3.013402042,-69,-94,432.0,36,80,4.96425
4.020412,-69,-94,432.0,36,80,4.331917
5.024745834,-69,-94,432.0,36,80,3.646833
6.028393584,-69,-94,432.0,36,80,4.102708
7.0325345,-69,-94,432.0,36,80,3.971917
8.0365075,-69,-94,432.0,36,80,3.782167
9.042302667,-69,-94,432.0,36,80,3.821708
10.046172417,-69,-94,432.0,36,80,4.188292
11.050361709,-71,-94,432.0,36,80,3.689833
12.054052209,-71,-94,432.0,36,80,3.874
13.057972959,-71,-94,432.0,36,80,3.831583
14.061805209,-71,-94,432.0,36,80,4.326083
15.068141584,-71,-94,432.0,36,80,3.7335
16.073926125,-71,-94,432.0,36,80,4.313959
17.079413959,-71,-94,432.0,36,80,3.980166
18.085405792,-71,-94,432.0,36,80,3.933875
19.089379917,-71,-94,432.0,36,80,3.981333
20.093361709,-71,-94,432.0,36,80,3.8495
21.098603542,-71,-94,432.0,36,80,3.843625
22.102767584,-71,-94,432.0,36,80,3.881458
23.106649667,-71,-94,432.0,36,80,3.652917
24.110303125,-71,-94,432.0,36,80,3.941625
25.114285417,-71,-94,432.0,36,80,3.664
26.117950417,-71,-94,408.0,36,80,3.848
27.121799125,-71,-94,408.0,36,80,3.84775
28.125696125,-71,-94,408.0,36,80,4.122542
29.131814209,-72,-94,408.0,36,80,4.381666
30.13619675,-71,-94,408.0,36,80,3.674875
31.139963375,-71,-94,432.0,36,80,3.817209
32.143781417,-71,-94,432.0,36,80,3.58875
33.147371625,-71,-94,432.0,36,80,4.05075
34.1514695,-71,-94,432.0,36,80,3.745459
35.155215584,-71,-94,432.0,36,80,3.792875
36.159009584,-71,-94,432.0,36,80,4.052833
37.163103917,-71,-94,432.0,36,80,3.814375
38.166962959,-71,-94,432.0,36,80,3.958708
39.170922542,-71,-94,432.0,36,80,3.250625
40.174214917,-71,-94,432.0,36,80,3.852167
41.17806775,-71,-94,432.0,36,80,3.93675
42.182005167,-71,-94,432.0,36,80,3.975
43.186026334,-71,-94,432.0,36,80,3.634416
44.189661459,-71,-94,432.0,36,80,3.817125
45.193479167,-71,-94,432.0,36,80,3.986792
46.198467209,-71,-94,432.0,36,80,4.1495
47.204626,-72,-94,432.0,36,80,3.940417
48.208567209,-72,-94,432.0,36,80,3.931
49.212551917,-71,-94,432.0,36,80,3.983667
50.21653625,-71,-94,432.0,36,80,4.056667
51.2205945,-71,-94,432.0,36,80,3.974042
52.224609,-71,-94,432.0,36,80,3.63075
53.23024825,-71,-94,432.0,36,80,3.793875
54.234043,-71,-94,432.0,36,80,3.730375
55.237847875,-72,-94,432.0,36,80,3.731459
56.243591334,-71,-94,432.0,36,80,4.057166
57.247649209,-71,-94,432.0,36,80,4.003666
58.251695834,-72,-94,432.0,36,80,3.767833
59.255464209,-71,-94,432.0,36,80,3.83875
60.259303625,-71,-94,432.0,36,80,3.64425
61.264665459,-71,-94,432.0,36,80,3.804291
62.268470875,-71,-94,432.0,36,80,4.140667
63.272612292,-71,-94,432.0,36,80,3.8925
64.276545792,-71,-94,432.0,36,80,4.362
65.280909584,-71,-94,432.0,36,80,3.737958
66.28464825,-71,-94,408.0,36,80,4.014959
67.288706,-71,-94,408.0,36,80,3.76125
68.294325042,-71,-94,408.0,36,80,3.952
69.298277917,-71,-94,408.0,36,80,3.542625
70.303873625,-71,-94,408.0,36,80,4.067459
71.30794175,-71,-94,432.0,36,80,3.879
72.311821334,-71,-94,432.0,36,80,4.070041
73.315930292,-71,-94,432.0,36,80,3.920625
74.319851375,-71,-94,432.0,36,80,3.613167
75.323465334,-71,-94,432.0,36,80,3.634875
76.327140417,-71,-94,432.0,36,80,6.699667
77.335848667,-71,-94,432.0,36,80,3.820542
78.339669667,-71,-94,432.0,36,80,4.0595
79.343767667,-71,-94,432.0,36,80,3.985583
80.347754209,-71,-94,432.0,36,80,4.2435
81.351998625,-71,-94,432.0,36,80,3.950917
82.35599,-72,-94,432.0,36,80,3.927792
83.361925875,-71,-94,432.0,36,80,3.946625
84.365873,-71,-94,432.0,36,80,3.712709
85.369626125,-71,-94,288.0,36,80,5.262542
86.375703292,-71,-94,288.0,36,80,3.772417
87.379476417,-71,-94,288.0,36,80,3.870083
88.384466625,-72,-94,288.0,36,80,3.896209
89.39037175,-72,-94,288.0,36,80,3.789584
90.396167292,-71,-94,432.0,36,80,3.912542
91.402168167,-71,-94,432.0,36,80,3.62225
92.407799542,-71,-94,432.0,36,80,3.869083
93.41166925,-71,-94,432.0,36,80,4.00275
94.415710542,-71,-94,432.0,36,80,3.661583
95.41937275,-72,-94,432.0,36,80,3.935459
96.423309,-72,-94,432.0,36,80,7.526084
97.430877417,-70,-94,432.0,36,80,3.928792
98.435876459,-70,-94,432.0,36,80,3.944375
99.441574792,-70,-94,432.0,36,80,3.57475
100.446766792,-70,-94,432.0,36,80,3.887
101.450654417,-70,-94,432.0,36,80,3.706625
102.454361667,-70,-94,432.0,36,80,4.082792
103.458482459,-70,-94,432.0,36,80,3.63825
104.462121459,-70,-94,432.0,36,80,3.748666
105.465870667,-70,-94,103.0,36,80,3.75625
106.47073,-71,-94,103.0,36,80,3.7565
107.474487084,-71,-94,103.0,36,80,3.474791
108.477962459,-70,-94,103.0,36,80,3.957833
109.481959875,-71,-94,103.0,36,80,3.730834
110.486357,-71,-94,432.0,36,80,3.902959
111.490260834,-71,-94,432.0,36,80,3.994875
112.494299125,-71,-94,432.0,36,80,3.505084
113.49780475,-70,-94,432.0,36,80,3.821042
114.503633792,-71,-94,432.0,36,80,4.065917
115.509750292,-71,-94,432.0,36,80,3.906542
116.513657542,-70,-94,432.0,36,80,3.963833
117.517621917,-70,-94,432.0,36,80,3.793667
118.521451459,-70,-94,432.0,36,80,3.858875
119.525684334,-70,-94,432.0,36,80,3.923166
