at_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,cost_ms
1.5917e-05,-68,-94,576.0,36,80,3.317833
1.00377825,-69,-94,576.0,36,80,3.947084
2.007727209,-69,-94,576.0,36,80,3.787583
3.011515375,-69,-94,576.0,36,80,3.894459
4.01546075,-69,-94,576.0,36,80,3.599667
5.021069125,-69,-94,576.0,36,80,3.402292
6.024472042,-69,-94,576.0,36,80,3.734917
7.030258084,-69,-94,576.0,36,80,3.996041
8.034254625,-70,-94,576.0,36,80,3.867959
9.03812575,-69,-94,576.0,36,80,3.852584
10.044029167,-69,-94,576.0,36,80,3.458042
11.049578125,-70,-94,576.0,36,80,3.979459
12.053558125,-70,-94,408.0,36,80,4.237167
13.0578385,-69,-94,408.0,36,80,3.726209
14.061565375,-69,-94,408.0,36,80,3.8795
15.065445625,-70,-94,408.0,36,80,3.395584
16.069206375,-69,-94,408.0,36,80,3.85325
17.073060875,-69,-94,576.0,36,80,3.817125
18.07727675,-70,-94,576.0,36,80,4.024584
19.082687459,-70,-94,576.0,36,80,4.078625
20.086767042,-70,-94,576.0,36,80,3.881708
21.090649542,-70,-94,576.0,36,80,3.540625
22.094227959,-70,-94,576.0,36,80,3.958541
23.100197792,-70,-94,576.0,36,80,3.758167
24.103956709,-70,-94,576.0,36,80,3.581708
25.107576667,-69,-94,576.0,36,80,3.419167
26.110996375,-70,-94,576.0,36,80,4.110417
27.115107417,-69,-94,432.0,36,80,3.757333
28.118912292,-70,-94,432.0,36,80,3.492708
29.124415209,-69,-94,432.0,36,80,6.261083
30.130676917,-70,-94,432.0,36,80,4.201
31.134984542,-70,-94,432.0,36,80,3.693083
32.138678292,-70,-94,544.0,36,80,3.913083
33.142593667,-70,-94,544.0,36,80,4.037417
34.146673584,-70,-94,544.0,36,80,4.157333
35.151947167,-70,-94,544.0,36,80,3.921375
36.15586925,-70,-94,544.0,36,80,4.104584
37.160018709,-70,-94,576.0,36,80,3.153708
38.163179459,-69,-94,576.0,36,80,4.02675
39.167207042,-70,-94,576.0,36,80,5.041958
40.172292875,-70,-94,576.0,36,80,3.5975
41.175891,-70,-94,576.0,36,80,3.904625
42.179796667,-69,-94,576.0,36,80,3.501375
43.183338292,-68,-94,576.0,36,80,3.758083
44.187097042,-68,-94,576.0,36,80,3.108625
45.191994875,-69,-94,576.0,36,80,3.672375
46.195856542,-68,-94,576.0,36,80,3.430958
47.200170125,-68,-94,576.0,36,80,3.413167
48.203583959,-68,-94,576.0,36,80,15.446125
49.219070709,-68,-94,576.0,36,80,4.586541
50.223658042,-68,-94,576.0,36,80,3.57625
51.227234792,-69,-94,576.0,36,80,4.873458
52.234166917,-68,-94,544.0,36,80,4.123458
53.240301625,-68,-94,544.0,36,80,3.60525
54.243907584,-69,-94,544.0,36,80,4.229875
55.248359209,-68,-94,544.0,36,80,4.00375
56.252363834,-69,-94,544.0,36,80,3.810708
57.256175292,-68,-94,648.0,36,80,3.787792
58.2600005,-69,-94,648.0,36,80,3.96725
59.263968125,-69,-94,648.0,36,80,3.755584
60.267724375,-69,-94,648.0,36,80,3.660667
61.271474042,-69,-94,648.0,36,80,4.270625
62.275745375,-69,-94,648.0,36,80,3.768417
63.280671084,-69,-94,648.0,36,80,3.829625
64.284541875,-70,-94,648.0,36,80,3.848875
65.288395,-70,-94,648.0,36,80,3.778917
66.2921745,-70,-94,648.0,36,80,3.754292
67.296574917,-70,-94,137.0,36,80,3.835583
68.300411,-68,-94,137.0,36,80,3.754959
69.306177084,-69,-94,137.0,36,80,3.897583
70.310120792,-68,-94,137.0,36,80,3.723917
71.313845542,-68,-94,137.0,36,80,3.590458
72.317436792,-69,-94,432.0,36,80,3.672792
73.32115125,-70,-94,432.0,36,80,3.747917
74.324899917,-69,-94,432.0,36,80,3.593667
75.328595959,-69,-94,432.0,36,80,3.655458
76.332294125,-69,-94,432.0,36,80,3.548375
77.335843584,-69,-94,432.0,36,80,3.940625
78.339784917,-69,-94,432.0,36,80,3.758625
79.345365542,-69,-94,432.0,36,80,3.348583
80.348714667,-69,-94,432.0,36,80,4.015917
81.352731125,-69,-94,432.0,36,80,3.773
82.356546375,-69,-94,576.0,36,80,3.826542
83.360373917,-69,-94,576.0,36,80,3.524042
84.365907417,-69,-94,576.0,36,80,3.749542
85.37170875,-69,-94,576.0,36,80,3.95225
86.375661667,-69,-94,576.0,36,80,4.11475
87.379776917,-69,-94,576.0,36,80,3.615792
88.385450584,-69,-94,576.0,36,80,4.016375
89.391477834,-69,-94,576.0,36,80,3.637041
90.395535,-69,-94,576.0,36,80,3.723667
91.399344834,-69,-94,576.0,36,80,3.3145
92.402659959,-69,-94,576.0,36,80,6.23575
93.410298584,-69,-94,576.0,36,80,3.93675
94.414278292,-69,-94,576.0,36,80,3.9565
95.418235542,-69,-94,576.0,36,80,4.020833
96.424268084,-68,-94,576.0,36,80,3.7895
97.428102792,-69,-94,544.0,36,80,3.65075
98.433725709,-68,-94,544.0,36,80,4.195708
99.437922209,-69,-94,544.0,36,80,3.926333
100.442849834,-69,-94,544.0,36,80,3.784208
101.446634709,-69,-94,544.0,36,80,4.191083
102.450826209,-69,-94,612.0,36,80,3.8815
103.454751584,-69,-94,612.0,36,80,7.655916
104.46240825,-69,-94,612.0,36,80,3.738542
105.4661475,-69,-94,612.0,36,80,3.877667
106.470782167,-69,-94,612.0,36,80,3.757833
107.474540584,-69,-94,576.0,36,80,3.784833
108.478325917,-69,-94,576.0,36,80,3.857167
109.484231334,-68,-94,576.0,36,80,3.581041
110.48918725,-69,-94,576.0,36,80,3.855042
111.493922709,-69,-94,576.0,36,80,3.798083
112.497768667,-69,-94,648.0,36,80,4.080042
113.501849709,-69,-94,648.0,36,80,3.534625
114.505384875,-69,-94,648.0,36,80,3.989375
115.509415875,-69,-94,648.0,36,80,4.251334
116.515676334,-69,-94,648.0,36,80,4.254208
117.521939417,-68,-94,576.0,36,80,3.878042
118.527867209,-68,-94,576.0,36,80,3.486291
119.531727334,-69,-94,576.0,36,80,3.691083
