t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786567047.986,-39,-95,1200,116,80,6
1.005,1786567048.992,-39,-95,1200,116,80,6
2.005,1786567049.992,-40,-95,1200,116,80,6
3.005,1786567050.992,-40,-95,1200,116,80,6
4.001,1786567051.989,-39,-95,1200,116,80,6
5.005,1786567052.992,-39,-95,1200,116,80,6
6.003,1786567053.990,-40,-95,1200,116,80,6
7.004,1786567054.991,-40,-95,1200,116,80,6
8.003,1786567055.990,-40,-95,1200,116,80,6
9.002,1786567056.990,-40,-95,1200,116,80,6
10.005,1786567057.992,-40,-95,1200,116,80,6
11.000,1786567058.987,-40,-95,1200,116,80,6
12.003,1786567059.990,-40,-95,1200,116,80,6
13.000,1786567060.987,-40,-95,1200,116,80,6
14.005,1786567061.992,-40,-95,1200,116,80,6
15.005,1786567062.992,-39,-95,1200,116,80,6
16.004,1786567063.991,-40,-95,1200,116,80,6
17.005,1786567064.992,-40,-95,1200,116,80,6
18.005,1786567065.992,-40,-95,1200,116,80,6
19.005,1786567066.992,-40,-95,1200,116,80,6
20.005,1786567067.992,-40,-95,1200,116,80,6
21.003,1786567068.990,-40,-95,1200,116,80,6
22.001,1786567069.988,-40,-95,1200,116,80,6
23.002,1786567070.988,-40,-95,1200,116,80,6
24.003,1786567071.990,-40,-95,1200,116,80,6
25.000,1786567072.987,-40,-95,1200,116,80,6
26.001,1786567073.987,-40,-95,1200,116,80,6
27.000,1786567074.987,-40,-95,1200,116,80,6
28.003,1786567075.990,-40,-95,1200,116,80,6
29.003,1786567076.990,-40,-95,1200,116,80,6
30.000,1786567077.987,-40,-95,1200,116,80,6
31.005,1786567078.992,-40,-95,1200,116,80,6
32.000,1786567079.987,-41,-95,1200,116,80,6
33.005,1786567080.992,-40,-95,1200,116,80,6
34.005,1786567081.992,-40,-95,1200,116,80,6
35.000,1786567082.987,-40,-95,1200,116,80,6
36.005,1786567083.992,-40,-95,1200,116,80,6
37.004,1786567084.991,-40,-95,1200,116,80,6
38.003,1786567085.990,-40,-95,1200,116,80,6
39.004,1786567086.991,-40,-95,1200,116,80,6
40.002,1786567087.989,-40,-95,1200,116,80,6
41.000,1786567088.987,-40,-95,1200,116,80,6
42.000,1786567089.987,-40,-95,1200,116,80,6
43.001,1786567090.988,-40,-95,1200,116,80,6
44.004,1786567091.991,-40,-95,1200,116,80,6
45.004,1786567092.991,-40,-95,1200,116,80,6
46.000,1786567093.987,-40,-95,1200,116,80,6
47.004,1786567094.991,-40,-95,1200,116,80,6
48.000,1786567095.987,-40,-95,1200,116,80,6
49.000,1786567096.987,-41,-95,1200,116,80,6
50.003,1786567097.990,-40,-95,1200,116,80,6
51.003,1786567098.990,-40,-95,1200,116,80,6
52.003,1786567099.990,-40,-95,1200,116,80,6
53.000,1786567100.987,-40,-95,1200,116,80,6
54.001,1786567101.988,-40,-95,1200,116,80,6
55.000,1786567102.987,-40,-95,1200,116,80,6
56.000,1786567103.987,-40,-95,1200,116,80,6
57.005,1786567104.992,-40,-95,1200,116,80,6
58.005,1786567105.992,-40,-95,1200,116,80,6
59.005,1786567106.992,-40,-95,1200,116,80,6
60.005,1786567107.992,-40,-95,1200,116,80,6
61.004,1786567108.992,-40,-95,1200,116,80,6
62.002,1786567109.989,-40,-95,1200,116,80,6
63.002,1786567110.989,-40,-95,1200,116,80,6
64.003,1786567111.991,-40,-95,1200,116,80,6
65.000,1786567112.987,-40,-95,1200,116,80,6
66.002,1786567113.991,-40,-95,1200,116,80,6
67.000,1786567114.988,-40,-95,1200,116,80,6
68.005,1786567115.992,-40,-95,1200,116,80,6
69.001,1786567116.989,-39,-95,1200,116,80,6
70.003,1786567117.991,-38,-95,1200,116,80,6
71.003,1786567118.990,-39,-95,1200,116,80,6
72.005,1786567119.994,-39,-95,1200,116,80,6
73.004,1786567120.992,-38,-95,286,116,80,6
74.002,1786567121.989,-39,-95,286,116,80,6
75.002,1786567122.990,-39,-95,286,116,80,6
76.003,1786567123.991,-39,-95,286,116,80,6
77.005,1786567124.993,-39,-95,286,116,80,6
