t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786567678.303,-59,-94,680,116,80,6
1.004,1786567679.308,-60,-94,680,116,80,6
2.005,1786567680.308,-60,-94,680,116,80,6
3.004,1786567681.306,-61,-94,680,116,80,6
4.005,1786567682.308,-60,-94,680,116,80,6
5.003,1786567683.309,-60,-94,648,116,80,6
6.005,1786567684.307,-60,-94,648,116,80,6
7.004,1786567685.307,-59,-94,648,116,80,6
8.003,1786567686.306,-59,-94,648,116,80,6
9.005,1786567687.308,-59,-94,648,116,80,6
10.005,1786567688.308,-58,-94,648,116,80,6
11.002,1786567689.305,-60,-94,648,116,80,6
12.004,1786567690.307,-58,-94,648,116,80,6
13.005,1786567691.310,-59,-94,648,116,80,6
14.004,1786567692.307,-59,-94,648,116,80,6
15.001,1786567693.305,-59,-94,720,116,80,6
16.004,1786567694.307,-60,-94,720,116,80,6
17.000,1786567695.304,-59,-94,720,116,80,6
18.001,1786567696.304,-60,-94,720,116,80,6
19.004,1786567697.307,-60,-94,720,116,80,6
20.000,1786567698.303,-60,-94,648,116,80,6
21.002,1786567699.306,-59,-94,648,116,80,6
22.004,1786567700.307,-59,-94,648,116,80,6
23.003,1786567701.306,-60,-94,648,116,80,6
24.005,1786567702.308,-59,-94,648,116,80,6
25.000,1786567703.303,-60,-94,648,116,80,6
26.003,1786567704.306,-58,-94,648,116,80,6
27.000,1786567705.303,-58,-94,648,116,80,6
28.005,1786567706.308,-59,-94,648,116,80,6
29.003,1786567707.306,-59,-94,648,116,80,6
30.001,1786567708.304,-58,-94,720,116,80,6
31.003,1786567709.305,-59,-94,720,116,80,6
32.003,1786567710.307,-60,-94,720,116,80,6
33.003,1786567711.305,-60,-94,720,116,80,6
34.000,1786567712.303,-60,-94,720,116,80,6
35.003,1786567713.305,-60,-94,720,116,80,6
36.004,1786567714.307,-60,-94,720,116,80,6
37.003,1786567715.306,-60,-94,720,116,80,6
38.000,1786567716.303,-60,-94,720,116,80,6
39.003,1786567717.306,-59,-94,720,116,80,6
40.005,1786567718.309,-59,-94,720,116,80,6
41.004,1786567719.307,-60,-94,720,116,80,6
42.000,1786567720.304,-58,-94,720,116,80,6
43.002,1786567721.305,-60,-94,720,116,80,6
44.001,1786567722.304,-58,-94,720,116,80,6
45.005,1786567723.308,-60,-93,720,116,80,6
46.002,1786567724.306,-61,-93,720,116,80,6
47.000,1786567725.304,-60,-93,720,116,80,6
48.000,1786567726.304,-62,-93,720,116,80,6
49.000,1786567727.303,-62,-93,720,116,80,6
50.002,1786567728.305,-63,-93,648,116,80,6
51.000,1786567729.303,-62,-93,648,116,80,6
52.001,1786567730.303,-65,-93,648,116,80,6
53.001,1786567731.304,-64,-93,648,116,80,6
54.005,1786567732.308,-65,-93,648,116,80,6
55.005,1786567733.308,-64,-93,432,116,80,6
56.003,1786567734.306,-65,-93,432,116,80,6
57.003,1786567735.307,-64,-93,432,116,80,6
58.003,1786567736.307,-64,-93,432,116,80,6
59.005,1786567737.309,-64,-93,432,116,80,6
60.000,1786567738.304,-61,-93,576,116,80,6
61.002,1786567739.305,-60,-93,576,116,80,6
62.001,1786567740.304,-59,-93,576,116,80,6
63.000,1786567741.304,-59,-93,576,116,80,6
64.004,1786567742.308,-60,-93,576,116,80,6
65.005,1786567743.308,-60,-94,432,116,80,6
66.005,1786567744.308,-60,-94,432,116,80,6
67.003,1786567745.306,-60,-94,432,116,80,6
68.002,1786567746.306,-60,-94,432,116,80,6
69.000,1786567747.303,-60,-94,432,116,80,6
70.000,1786567748.304,-61,-94,612,116,80,6
71.005,1786567749.308,-61,-94,612,116,80,6
72.000,1786567750.304,-61,-94,612,116,80,6
73.000,1786567751.303,-61,-94,612,116,80,6
74.001,1786567752.305,-61,-94,612,116,80,6
75.001,1786567753.305,-61,-94,612,116,80,6
76.005,1786567754.309,-61,-94,612,116,80,6
77.005,1786567755.309,-61,-94,612,116,80,6
