t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786566332.425,-68,-95,288,116,80,6
1.005,1786566333.431,-66,-95,272,116,80,6
2.005,1786566334.430,-65,-95,272,116,80,6
3.005,1786566335.429,-65,-95,272,116,80,6
4.003,1786566336.428,-66,-95,272,116,80,6
5.005,1786566337.430,-65,-95,272,116,80,6
6.005,1786566338.429,-65,-95,288,116,80,6
7.002,1786566339.426,-64,-95,288,116,80,6
8.003,1786566340.428,-64,-95,288,116,80,6
9.002,1786566341.427,-64,-95,288,116,80,6
10.001,1786566342.425,-64,-95,288,116,80,6
11.002,1786566343.427,-65,-95,432,116,80,6
12.005,1786566344.429,-64,-95,432,116,80,6
13.005,1786566345.430,-64,-95,432,116,80,6
14.005,1786566346.429,-64,-95,432,116,80,6
15.002,1786566347.427,-64,-95,432,116,80,6
16.000,1786566348.425,-63,-95,576,116,80,6
17.000,1786566349.425,-64,-95,576,116,80,6
18.005,1786566350.430,-64,-95,576,116,80,6
19.005,1786566351.430,-64,-95,576,116,80,6
20.002,1786566352.426,-64,-95,576,116,80,6
21.004,1786566353.429,-64,-95,432,116,80,6
22.001,1786566354.425,-64,-95,432,116,80,6
23.005,1786566355.430,-64,-95,432,116,80,6
24.003,1786566356.427,-65,-95,432,116,80,6
25.003,1786566357.428,-64,-95,432,116,80,6
26.005,1786566358.430,-64,-95,544,116,80,6
27.003,1786566359.428,-64,-95,544,116,80,6
28.000,1786566360.425,-64,-95,544,116,80,6
29.003,1786566361.428,-63,-95,544,116,80,6
30.000,1786566362.424,-64,-95,544,116,80,6
31.003,1786566363.428,-64,-95,432,116,80,6
32.005,1786566364.430,-64,-95,432,116,80,6
33.000,1786566365.425,-63,-95,432,116,80,6
34.000,1786566366.425,-64,-95,432,116,80,6
35.003,1786566367.427,-63,-95,432,116,80,6
36.002,1786566368.427,-65,-95,408,116,80,6
37.002,1786566369.427,-64,-95,408,116,80,6
38.000,1786566370.425,-63,-95,408,116,80,6
39.001,1786566371.425,-63,-95,408,116,80,6
40.005,1786566372.429,-64,-95,408,116,80,6
41.004,1786566373.429,-64,-95,432,116,80,6
42.001,1786566374.425,-63,-95,432,116,80,6
43.004,1786566375.428,-64,-95,432,116,80,6
44.002,1786566376.427,-64,-95,432,116,80,6
45.001,1786566377.426,-65,-95,432,116,80,6
46.002,1786566378.426,-64,-95,432,116,80,6
47.001,1786566379.426,-65,-95,432,116,80,6
48.003,1786566380.427,-66,-95,432,116,80,6
49.005,1786566381.430,-65,-95,432,116,80,6
50.000,1786566382.425,-64,-95,432,116,80,6
51.001,1786566383.426,-65,-95,432,116,80,6
52.000,1786566384.425,-64,-95,432,116,80,6
53.002,1786566385.427,-64,-95,432,116,80,6
54.001,1786566386.426,-65,-95,432,116,80,6
55.005,1786566387.430,-64,-95,432,116,80,6
56.001,1786566388.426,-63,-95,432,116,80,6
57.004,1786566389.429,-64,-95,432,116,80,6
58.001,1786566390.426,-64,-95,432,116,80,6
59.000,1786566391.425,-64,-95,432,116,80,6
60.002,1786566392.427,-64,-95,432,116,80,6
61.003,1786566393.428,-64,-95,432,116,80,6
62.001,1786566394.425,-64,-95,432,116,80,6
63.001,1786566395.426,-64,-95,432,116,80,6
64.005,1786566396.430,-63,-95,432,116,80,6
65.001,1786566397.426,-63,-95,432,116,80,6
66.000,1786566398.425,-63,-95,408,116,80,6
67.005,1786566399.430,-64,-95,408,116,80,6
68.000,1786566400.425,-64,-95,408,116,80,6
69.005,1786566401.430,-64,-95,408,116,80,6
70.000,1786566402.425,-65,-95,408,116,80,6
71.003,1786566403.428,-65,-95,97,116,80,6
72.004,1786566404.429,-66,-95,97,116,80,6
73.000,1786566405.425,-64,-95,97,116,80,6
74.005,1786566406.430,-65,-95,97,116,80,6
75.001,1786566407.425,-65,-95,97,116,80,6
76.005,1786566408.430,-64,-95,432,116,80,6
77.003,1786566409.428,-64,-95,432,116,80,6
