t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786567212.278,-40,-95,1200,116,80,6
1.005,1786567213.282,-40,-95,1200,116,80,6
2.003,1786567214.280,-40,-95,1200,116,80,6
3.005,1786567215.282,-40,-95,1200,116,80,6
4.005,1786567216.282,-40,-95,1200,116,80,6
5.005,1786567217.283,-40,-95,1200,116,80,6
6.004,1786567218.281,-40,-95,1200,116,80,6
7.004,1786567219.281,-40,-95,1200,116,80,6
8.002,1786567220.279,-40,-95,1200,116,80,6
9.001,1786567221.278,-40,-95,1200,116,80,6
10.005,1786567222.282,-40,-95,1200,116,80,6
11.001,1786567223.278,-40,-95,1200,116,80,6
12.001,1786567224.278,-40,-95,1200,116,80,6
13.004,1786567225.281,-40,-95,1200,116,80,6
14.001,1786567226.278,-41,-95,1200,116,80,6
15.004,1786567227.281,-41,-95,1200,116,80,6
16.005,1786567228.282,-40,-95,1200,116,80,6
17.000,1786567229.277,-40,-95,1200,116,80,6
18.000,1786567230.277,-40,-95,1200,116,80,6
19.004,1786567231.281,-41,-95,1200,116,80,6
20.005,1786567232.282,-41,-95,1200,116,80,6
21.001,1786567233.278,-40,-95,1200,116,80,6
22.000,1786567234.277,-40,-95,1200,116,80,6
23.005,1786567235.282,-40,-95,1200,116,80,6
24.004,1786567236.281,-41,-95,1200,116,80,6
25.004,1786567237.282,-39,-95,1200,116,80,6
26.002,1786567238.280,-40,-95,1200,116,80,6
27.000,1786567239.277,-41,-95,1200,116,80,6
28.000,1786567240.277,-41,-95,1200,116,80,6
29.004,1786567241.281,-40,-95,1200,116,80,6
30.000,1786567242.278,-40,-95,1200,116,80,6
31.000,1786567243.277,-41,-95,1200,116,80,6
32.001,1786567244.278,-39,-95,1200,116,80,6
33.005,1786567245.282,-38,-95,1200,116,80,6
34.001,1786567246.279,-38,-95,1200,116,80,6
35.005,1786567247.282,-38,-95,1200,116,80,6
36.000,1786567248.278,-40,-95,1200,116,80,6
37.001,1786567249.278,-39,-95,1200,116,80,6
38.001,1786567250.278,-40,-95,1200,116,80,6
39.002,1786567251.279,-39,-95,1200,116,80,6
40.005,1786567252.282,-39,-95,1200,116,80,6
41.000,1786567253.277,-37,-95,1200,116,80,6
42.004,1786567254.282,-37,-95,1200,116,80,6
43.000,1786567255.277,-38,-95,1200,116,80,6
44.000,1786567256.277,-39,-95,1200,116,80,6
45.000,1786567257.278,-40,-95,1200,116,80,6
46.000,1786567258.277,-39,-95,1200,116,80,6
47.005,1786567259.282,-39,-95,1200,116,80,6
48.000,1786567260.277,-40,-95,1200,116,80,6
49.000,1786567261.278,-41,-95,1200,116,80,6
50.004,1786567262.281,-40,-95,1200,116,80,6
51.000,1786567263.278,-41,-95,1200,116,80,6
52.003,1786567264.280,-41,-95,1200,116,80,6
53.004,1786567265.282,-40,-95,1200,116,80,6
54.004,1786567266.281,-40,-93,1200,116,80,6
55.004,1786567267.281,-40,-93,1200,116,80,6
56.005,1786567268.282,-40,-93,1200,116,80,6
57.004,1786567269.282,-40,-93,1200,116,80,6
58.005,1786567270.283,-40,-93,1200,116,80,6
59.004,1786567271.282,-39,-93,1200,116,80,6
60.000,1786567272.278,-40,-93,1200,116,80,6
61.004,1786567273.282,-40,-93,1200,116,80,6
62.000,1786567274.278,-40,-93,1200,116,80,6
63.000,1786567275.278,-40,-93,1200,116,80,6
64.000,1786567276.277,-40,-93,1200,116,80,6
65.004,1786567277.281,-40,-93,1200,116,80,6
66.000,1786567278.278,-40,-93,1200,116,80,6
67.005,1786567279.283,-40,-93,1200,116,80,6
68.004,1786567280.281,-39,-93,1200,116,80,6
69.005,1786567281.283,-38,-93,1200,116,80,6
70.003,1786567282.280,-39,-93,1200,116,80,6
71.005,1786567283.283,-38,-93,1200,116,80,6
72.000,1786567284.279,-38,-93,1200,116,80,6
73.003,1786567285.281,-39,-93,1200,116,80,6
74.005,1786567286.283,-39,-93,1200,116,80,6
75.000,1786567287.277,-39,-93,1200,116,80,6
76.004,1786567288.282,-38,-93,1200,116,80,6
77.002,1786567289.280,-40,-93,1200,116,80,6
