t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1787171933.711,-71,-94,288,100,80,1
1.005,1787171934.717,-71,-94,288,100,80,1
2.004,1787171935.716,-71,-94,288,100,80,1
3.005,1787171936.716,-71,-94,288,100,80,1
4.005,1787171937.717,-71,-94,288,100,80,1
5.002,1787171938.714,-70,-94,272,100,80,1
6.004,1787171939.716,-71,-94,272,100,80,1
7.005,1787171940.716,-70,-94,272,100,80,1
8.000,1787171941.711,-71,-94,272,100,80,1
9.005,1787171942.715,-71,-94,272,100,80,1
10.005,1787171943.716,-70,-94,288,100,80,1
11.004,1787171944.715,-70,-94,288,100,80,1
12.005,1787171945.716,-71,-94,288,100,80,1
13.003,1787171946.714,-70,-94,288,100,80,1
14.004,1787171947.715,-70,-94,288,100,80,1
15.004,1787171948.714,-70,-94,288,100,80,1
16.003,1787171949.714,-70,-94,288,100,80,1
17.004,1787171950.716,-70,-94,288,100,80,1
18.002,1787171951.712,-70,-94,288,100,80,1
19.004,1787171952.714,-70,-94,288,100,80,1
20.000,1787171953.712,-69,-94,216,100,80,1
21.004,1787171954.714,-71,-94,216,100,80,1
22.005,1787171955.716,-71,-94,216,100,80,1
23.005,1787171956.715,-71,-94,216,100,80,1
24.005,1787171957.715,-71,-94,216,100,80,1
25.005,1787171958.716,-71,-94,288,100,80,1
26.005,1787171959.716,-71,-94,288,100,80,1
27.005,1787171960.715,-71,-94,288,100,80,1
28.005,1787171961.716,-71,-94,288,100,80,1
29.010,1787171962.721,-72,-94,288,100,80,1
30.002,1787171963.713,-71,-94,216,100,80,1
31.010,1787171964.721,-70,-94,216,100,80,1
32.010,1787171965.721,-71,-94,216,100,80,1
33.008,1787171966.718,-71,-94,216,100,80,1
34.007,1787171967.719,-70,-94,216,100,80,1
35.008,1787171968.718,-68,-94,216,100,80,1
36.003,1787171969.714,-63,-94,216,100,80,1
37.010,1787171970.721,-61,-94,216,100,80,1
38.005,1787171971.716,-60,-94,216,100,80,1
39.002,1787171972.712,-61,-94,216,100,80,1
40.008,1787171973.719,-60,-94,544,100,80,1
41.010,1787171974.720,-60,-94,544,100,80,1
42.006,1787171975.716,-61,-94,544,100,80,1
43.010,1787171976.721,-60,-94,544,100,80,1
44.009,1787171977.720,-60,-94,544,100,80,1
45.001,1787171978.711,-60,-94,720,100,80,1
46.007,1787171979.719,-61,-94,720,100,80,1
47.010,1787171980.720,-62,-94,720,100,80,1
48.008,1787171981.718,-59,-94,720,100,80,1
49.009,1787171982.719,-59,-94,720,100,80,1
