t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1787171800.146,-68,-94,288,100,80,1
1.005,1787171801.153,-69,-94,288,100,80,1
2.005,1787171802.153,-68,-94,288,100,80,1
3.004,1787171803.153,-68,-94,288,100,80,1
4.003,1787171804.151,-68,-94,288,100,80,1
5.003,1787171805.150,-68,-94,288,100,80,1
6.002,1787171806.150,-68,-94,288,100,80,1
7.005,1787171807.153,-68,-94,288,100,80,1
8.005,1787171808.154,-69,-94,288,100,80,1
9.005,1787171809.153,-70,-94,288,100,80,1
10.002,1787171810.150,-69,-94,288,100,80,1
11.002,1787171811.149,-69,-94,288,100,80,1
12.005,1787171812.152,-71,-94,288,100,80,1
13.005,1787171813.153,-68,-94,204,100,80,1
14.005,1787171814.153,-69,-94,204,100,80,1
15.002,1787171815.151,-69,-94,204,100,80,1
16.005,1787171816.153,-69,-94,204,100,80,1
17.005,1787171817.152,-69,-94,204,100,80,1
18.005,1787171818.153,-70,-94,216,100,80,1
19.001,1787171819.149,-70,-94,216,100,80,1
20.003,1787171820.152,-69,-94,216,100,80,1
21.005,1787171821.153,-69,-94,216,100,80,1
22.005,1787171822.153,-70,-94,216,100,80,1
23.003,1787171823.150,-72,-94,51,100,80,1
24.005,1787171824.152,-70,-94,51,100,80,1
25.005,1787171825.154,-70,-94,51,100,80,1
26.005,1787171826.153,-69,-94,51,100,80,1
27.003,1787171827.151,-70,-94,51,100,80,1
28.005,1787171828.153,-70,-94,216,100,80,1
29.005,1787171829.152,-70,-94,216,100,80,1
30.004,1787171830.151,-69,-94,216,100,80,1
31.004,1787171831.152,-69,-94,216,100,80,1
32.005,1787171832.154,-69,-94,216,100,80,1
33.005,1787171833.153,-69,-94,288,100,80,1
34.005,1787171834.153,-69,-94,288,100,80,1
35.005,1787171835.152,-69,-94,288,100,80,1
36.004,1787171836.152,-70,-94,288,100,80,1
37.005,1787171837.153,-69,-94,288,100,80,1
38.002,1787171838.150,-69,-93,272,100,80,1
39.002,1787171839.150,-69,-93,272,100,80,1
40.004,1787171840.153,-69,-93,272,100,80,1
41.005,1787171841.154,-69,-93,272,100,80,1
42.004,1787171842.151,-70,-93,272,100,80,1
43.003,1787171843.152,-71,-93,204,100,80,1
44.002,1787171844.151,-70,-93,204,100,80,1
45.002,1787171845.151,-70,-93,204,100,80,1
46.004,1787171846.153,-70,-93,204,100,80,1
47.001,1787171847.149,-68,-93,204,100,80,1
48.004,1787171848.152,-70,-94,288,100,80,1
49.005,1787171849.156,-70,-94,288,100,80,1
50.001,1787171850.150,-70,-94,288,100,80,1
51.002,1787171851.151,-70,-94,288,100,80,1
52.004,1787171852.152,-71,-94,288,100,80,1
53.001,1787171853.148,-70,-94,204,100,80,1
54.005,1787171854.153,-70,-94,204,100,80,1
55.002,1787171855.150,-70,-94,204,100,80,1
56.003,1787171856.152,-70,-94,204,100,80,1
57.004,1787171857.154,-70,-94,204,100,80,1
58.005,1787171858.154,-70,-94,272,100,80,1
59.002,1787171859.150,-70,-94,272,100,80,1
60.005,1787171860.153,-70,-94,272,100,80,1
61.005,1787171861.154,-71,-94,272,100,80,1
62.005,1787171862.153,-71,-94,272,100,80,1
63.003,1787171863.151,-70,-94,288,100,80,1
64.001,1787171864.149,-70,-94,288,100,80,1
65.005,1787171865.153,-70,-94,288,100,80,1
66.003,1787171866.151,-70,-94,288,100,80,1
67.001,1787171867.150,-70,-94,288,100,80,1
68.004,1787171868.152,-70,-94,288,100,80,1
69.002,1787171869.150,-71,-94,288,100,80,1
70.005,1787171870.154,-70,-94,288,100,80,1
71.005,1787171871.153,-70,-94,288,100,80,1
72.005,1787171872.153,-70,-94,288,100,80,1
73.002,1787171873.151,-70,-94,216,100,80,1
74.002,1787171874.151,-70,-94,216,100,80,1
75.004,1787171875.153,-71,-94,216,100,80,1
76.003,1787171876.153,-72,-94,216,100,80,1
77.003,1787171877.151,-71,-94,216,100,80,1
78.004,1787171878.152,-71,-94,288,100,80,1
79.005,1787171879.154,-71,-94,288,100,80,1
80.005,1787171880.154,-71,-94,288,100,80,1
81.001,1787171881.150,-71,-94,288,100,80,1
82.002,1787171882.150,-72,-94,288,100,80,1
83.005,1787171883.153,-70,-94,272,100,80,1
84.005,1787171884.153,-69,-94,272,100,80,1
85.003,1787171885.152,-70,-94,272,100,80,1
86.005,1787171886.154,-69,-94,272,100,80,1
87.003,1787171887.152,-72,-94,272,100,80,1
88.001,1787171888.150,-71,-94,204,100,80,1
89.002,1787171889.150,-69,-94,204,100,80,1
90.001,1787171890.149,-71,-94,204,100,80,1
91.001,1787171891.151,-72,-94,204,100,80,1
92.005,1787171892.154,-69,-94,204,100,80,1
93.005,1787171893.154,-68,-94,272,100,80,1
94.001,1787171894.150,-72,-94,272,100,80,1
95.000,1787171895.149,-72,-94,272,100,80,1
96.004,1787171896.153,-69,-94,272,100,80,1
97.005,1787171897.154,-71,-94,272,100,80,1
98.005,1787171898.154,-70,-94,288,100,80,1
99.001,1787171899.150,-69,-94,288,100,80,1
100.003,1787171900.152,-70,-94,288,100,80,1
101.005,1787171901.153,-68,-94,288,100,80,1
102.005,1787171902.153,-67,-94,288,100,80,1
103.000,1787171903.149,-68,-94,272,100,80,1
104.005,1787171904.154,-68,-94,272,100,80,1
105.000,1787171905.149,-67,-94,272,100,80,1
106.002,1787171906.151,-67,-94,272,100,80,1
107.003,1787171907.151,-67,-94,272,100,80,1
108.005,1787171908.154,-67,-94,288,100,80,1
109.001,1787171909.150,-70,-94,288,100,80,1
110.003,1787171910.153,-69,-94,288,100,80,1
111.005,1787171911.154,-71,-94,288,100,80,1
112.002,1787171912.151,-71,-94,288,100,80,1
113.005,1787171913.154,-72,-94,288,100,80,1
114.000,1787171914.149,-70,-94,288,100,80,1
115.005,1787171915.154,-72,-94,288,100,80,1
116.003,1787171916.153,-72,-94,288,100,80,1
117.005,1787171917.154,-72,-94,288,100,80,1
118.002,1787171918.151,-71,-94,216,100,80,1
119.005,1787171919.153,-70,-94,216,100,80,1
