t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786574565.051,-47,-93,1200,36,80,6
1.005,1786574566.057,-47,-93,1200,36,80,6
2.005,1786574567.058,-48,-93,1200,36,80,6
3.005,1786574568.057,-48,-93,1200,36,80,6
4.001,1786574569.054,-48,-93,1200,36,80,6
5.003,1786574570.058,-49,-93,1200,36,80,6
6.005,1786574571.057,-49,-93,1200,36,80,6
7.004,1786574572.056,-47,-93,1200,36,80,6
8.005,1786574573.057,-47,-93,1200,36,80,6
9.005,1786574574.058,-47,-93,1200,36,80,6
10.005,1786574575.059,-49,-93,1200,36,80,6
11.004,1786574576.056,-49,-93,1200,36,80,6
12.002,1786574577.053,-46,-93,1200,36,80,6
13.005,1786574578.056,-47,-93,1200,36,80,6
14.004,1786574579.056,-47,-93,1200,36,80,6
15.005,1786574580.057,-48,-93,1200,36,80,6
16.000,1786574581.052,-48,-93,1200,36,80,6
17.005,1786574582.057,-45,-93,1200,36,80,6
18.000,1786574583.052,-46,-93,1200,36,80,6
19.004,1786574584.056,-44,-93,1200,36,80,6
20.002,1786574585.054,-44,-93,1200,36,80,6
21.000,1786574586.052,-45,-93,1200,36,80,6
22.005,1786574587.056,-45,-93,1200,36,80,6
23.000,1786574588.052,-45,-93,1200,36,80,6
24.001,1786574589.052,-44,-93,1200,36,80,6
25.001,1786574590.053,-44,-93,1200,36,80,6
26.002,1786574591.053,-42,-93,1200,36,80,6
27.003,1786574592.056,-44,-93,1200,36,80,6
28.000,1786574593.052,-45,-93,1200,36,80,6
29.001,1786574594.054,-43,-93,1200,36,80,6
30.002,1786574595.054,-44,-93,1200,36,80,6
31.000,1786574596.052,-44,-93,1200,36,80,6
32.005,1786574597.057,-44,-93,1200,36,80,6
33.005,1786574598.057,-44,-93,1200,36,80,6
34.003,1786574599.055,-44,-93,1200,36,80,6
35.005,1786574600.057,-44,-93,1200,36,80,6
36.005,1786574601.057,-44,-93,1200,36,80,6
37.005,1786574602.057,-44,-93,1200,36,80,6
38.005,1786574603.057,-44,-93,1200,36,80,6
39.001,1786574604.052,-44,-93,1200,36,80,6
40.001,1786574605.052,-44,-93,1200,36,80,6
41.004,1786574606.055,-44,-93,1200,36,80,6
42.003,1786574607.055,-44,-93,1200,36,80,6
43.005,1786574608.056,-44,-93,1200,36,80,6
44.000,1786574609.052,-44,-93,1200,36,80,6
45.001,1786574610.053,-44,-93,1200,36,80,6
46.005,1786574611.057,-44,-93,1200,36,80,6
47.005,1786574612.057,-44,-93,1200,36,80,6
48.000,1786574613.052,-44,-93,1200,36,80,6
49.001,1786574614.053,-44,-93,1200,36,80,6
50.000,1786574615.052,-44,-93,1200,36,80,6
51.001,1786574616.053,-45,-93,1200,36,80,6
52.000,1786574617.052,-45,-93,1200,36,80,6
53.002,1786574618.053,-46,-93,1200,36,80,6
54.002,1786574619.053,-45,-93,1200,36,80,6
55.000,1786574620.053,-46,-93,1200,36,80,6
56.000,1786574621.051,-46,-93,1200,36,80,6
