t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1786576212.433,-52,-94,960,116,80,1
1.005,1786576213.440,-53,-94,960,116,80,1
2.004,1786576214.440,-52,-94,1134,116,80,1
3.005,1786576215.440,-53,-94,1134,116,80,1
4.005,1786576216.440,-52,-94,1134,116,80,1
5.005,1786576217.441,-52,-94,1134,116,80,1
6.001,1786576218.436,-51,-94,1134,116,80,1
7.005,1786576219.440,-54,-94,816,116,80,1
8.005,1786576220.440,-53,-94,816,116,80,1
9.003,1786576221.437,-52,-94,816,116,80,1
10.003,1786576222.438,-53,-94,816,116,80,1
11.005,1786576223.439,-52,-94,816,116,80,1
12.005,1786576224.439,-54,-94,864,116,80,1
13.005,1786576225.440,-54,-94,864,116,80,1
14.000,1786576226.433,-52,-94,864,116,80,1
15.005,1786576227.439,-53,-94,864,116,80,1
16.004,1786576228.438,-54,-94,864,116,80,1
17.005,1786576229.439,-53,-94,960,116,80,1
18.003,1786576230.438,-53,-94,960,116,80,1
19.005,1786576231.440,-54,-94,960,116,80,1
20.005,1786576232.439,-54,-94,960,116,80,1
21.005,1786576233.440,-53,-94,960,116,80,1
22.002,1786576234.436,-54,-94,1080,116,80,1
23.005,1786576235.440,-52,-94,1080,116,80,1
24.000,1786576236.433,-52,-94,1080,116,80,1
25.005,1786576237.439,-52,-94,1080,116,80,1
26.005,1786576238.438,-52,-94,1080,116,80,1
27.000,1786576239.434,-53,-94,1080,116,80,1
28.000,1786576240.434,-54,-94,1080,116,80,1
29.000,1786576241.435,-54,-94,1080,116,80,1
30.005,1786576242.439,-53,-94,1080,116,80,1
31.005,1786576243.439,-52,-94,1080,116,80,1
32.005,1786576244.440,-52,-94,960,116,80,1
33.005,1786576245.440,-52,-94,960,116,80,1
34.005,1786576246.439,-53,-94,960,116,80,1
35.003,1786576247.438,-53,-94,960,116,80,1
36.003,1786576248.437,-53,-94,960,116,80,1
37.003,1786576249.439,-53,-94,907,116,80,1
38.000,1786576250.435,-53,-94,907,116,80,1
39.002,1786576251.435,-53,-94,907,116,80,1
40.005,1786576252.439,-53,-94,907,116,80,1
41.005,1786576253.438,-53,-94,907,116,80,1
42.004,1786576254.437,-54,-94,816,116,80,1
43.001,1786576255.434,-53,-94,816,116,80,1
44.005,1786576256.439,-52,-94,816,116,80,1
45.002,1786576257.437,-53,-94,816,116,80,1
46.000,1786576258.434,-53,-94,816,116,80,1
47.005,1786576259.439,-52,-94,1080,116,80,1
48.000,1786576260.434,-52,-94,1080,116,80,1
49.004,1786576261.439,-54,-94,1080,116,80,1
50.005,1786576262.439,-54,-94,1080,116,80,1
51.003,1786576263.437,-53,-94,1080,116,80,1
52.005,1786576264.439,-53,-94,1080,116,80,1
53.004,1786576265.438,-54,-94,1080,116,80,1
54.000,1786576266.434,-53,-94,1080,116,80,1
55.004,1786576267.439,-53,-94,1080,116,80,1
