t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786574715.945,-45,-93,1200,36,80,6
1.005,1786574716.952,-45,-93,1200,36,80,6
2.003,1786574717.949,-45,-93,1200,36,80,6
3.003,1786574718.950,-45,-93,1200,36,80,6
4.003,1786574719.949,-45,-93,1200,36,80,6
5.005,1786574720.952,-46,-93,1200,36,80,6
6.001,1786574721.947,-46,-93,1200,36,80,6
7.005,1786574722.950,-45,-95,1200,36,80,6
8.005,1786574723.950,-45,-95,1200,36,80,6
9.005,1786574724.951,-45,-95,1200,36,80,6
10.005,1786574725.951,-45,-95,1200,36,80,6
11.002,1786574726.946,-46,-95,1200,36,80,6
12.000,1786574727.945,-45,-94,286,36,80,6
13.009,1786574728.960,-45,-94,286,36,80,6
14.005,1786574729.954,-45,-94,286,36,80,6
15.004,1786574730.950,-45,-94,286,36,80,6
16.001,1786574731.947,-45,-94,286,36,80,6
17.005,1786574732.950,-45,-94,1200,36,80,6
18.000,1786574733.946,-45,-94,1200,36,80,6
19.003,1786574734.948,-44,-94,1200,36,80,6
20.005,1786574735.950,-45,-94,1200,36,80,6
21.002,1786574736.947,-45,-94,1200,36,80,6
22.004,1786574737.949,-45,-94,1200,36,80,6
23.005,1786574738.950,-45,-94,1200,36,80,6
24.000,1786574739.945,-45,-94,1200,36,80,6
25.003,1786574740.949,-45,-94,1200,36,80,6
26.000,1786574741.945,-45,-94,1200,36,80,6
27.000,1786574742.945,-45,-94,1200,36,80,6
28.000,1786574743.945,-44,-94,1200,36,80,6
29.004,1786574744.950,-45,-94,1200,36,80,6
30.000,1786574745.946,-45,-94,1200,36,80,6
31.003,1786574746.948,-45,-94,1200,36,80,6
32.005,1786574747.951,-44,-94,1200,36,80,6
33.000,1786574748.945,-44,-94,1200,36,80,6
34.003,1786574749.948,-45,-94,1200,36,80,6
35.003,1786574750.948,-45,-94,1200,36,80,6
36.005,1786574751.950,-46,-94,1200,36,80,6
37.005,1786574752.950,-47,-94,1200,36,80,6
38.002,1786574753.947,-48,-94,1200,36,80,6
39.003,1786574754.947,-48,-94,1200,36,80,6
40.003,1786574755.948,-47,-94,1200,36,80,6
41.002,1786574756.947,-47,-94,1200,36,80,6
42.005,1786574757.951,-48,-94,1200,36,80,6
43.004,1786574758.950,-48,-94,1200,36,80,6
44.005,1786574759.950,-47,-94,1200,36,80,6
45.004,1786574760.949,-47,-94,1200,36,80,6
46.003,1786574761.949,-47,-94,1200,36,80,6
