t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
47.000,1786574762.946,-47,-94,1200,36,80,6
48.005,1786574763.951,-47,-94,1200,36,80,6
49.005,1786574764.949,-47,-94,1200,36,80,6
50.005,1786574765.950,-47,-94,1200,36,80,6
51.001,1786574766.946,-47,-94,1200,36,80,6
52.005,1786574767.950,-47,-94,1200,36,80,6
53.000,1786574768.945,-47,-94,1200,36,80,6
54.005,1786574769.950,-47,-94,1200,36,80,6
55.002,1786574770.947,-47,-94,1200,36,80,6
56.003,1786574771.948,-47,-94,1200,36,80,6
57.002,1786574772.947,-47,-94,1200,36,80,6
58.002,1786574773.946,-46,-94,1200,36,80,6
59.001,1786574774.946,-47,-94,1200,36,80,6
60.000,1786574775.945,-48,-94,1200,36,80,6
61.000,1786574776.967,-47,-94,1200,36,80,6
62.005,1786574777.950,-47,-94,1200,36,80,6
63.002,1786574778.948,-47,-94,1200,36,80,6
64.000,1786574779.946,-48,-94,1200,36,80,6
65.002,1786574780.947,-47,-94,1200,36,80,6
66.004,1786574781.949,-47,-94,1200,36,80,6
67.005,1786574782.951,-47,-94,1200,36,80,6
68.005,1786574783.951,-48,-94,1200,36,80,6
69.005,1786574784.951,-47,-94,1200,36,80,6
70.005,1786574785.950,-47,-94,1200,36,80,6
71.000,1786574786.945,-47,-94,1200,36,80,6
72.002,1786574787.948,-47,-94,1200,36,80,6
73.005,1786574788.950,-47,-94,1200,36,80,6
74.005,1786574789.950,-47,-94,1200,36,80,6
75.005,1786574790.950,-47,-94,1200,36,80,6
76.005,1786574791.950,-47,-94,1200,36,80,6
77.005,1786574792.950,-47,-94,1200,36,80,6
78.003,1786574793.948,-47,-94,1200,36,80,6
79.000,1786574794.946,-47,-94,1200,36,80,6
80.003,1786574795.948,-47,-94,1200,36,80,6
81.002,1786574796.948,-47,-94,1200,36,80,6
82.002,1786574797.947,-47,-94,1200,36,80,6
83.005,1786574798.950,-47,-94,1200,36,80,6
84.005,1786574799.950,-47,-94,1200,36,80,6
85.002,1786574800.948,-46,-94,1200,36,80,6
86.003,1786574801.949,-46,-94,1200,36,80,6
87.000,1786574802.945,-45,-94,1200,36,80,6
88.000,1786574803.945,-45,-94,1200,36,80,6
89.000,1786574804.946,-46,-94,1200,36,80,6
90.000,1786574805.945,-46,-94,1200,36,80,6
91.005,1786574806.950,-45,-94,1200,36,80,6
92.003,1786574807.948,-46,-94,1200,36,80,6
93.003,1786574808.948,-48,-94,1200,36,80,6
94.005,1786574809.950,-47,-94,1200,36,80,6
95.000,1786574810.945,-47,-94,1200,36,80,6
96.003,1786574811.948,-46,-94,1200,36,80,6
97.000,1786574812.945,-47,-94,1200,36,80,6
98.003,1786574813.949,-47,-94,1134,36,80,6
99.002,1786574814.947,-46,-94,1134,36,80,6
100.003,1786574815.950,-46,-94,1134,36,80,6
101.005,1786574816.950,-46,-94,1134,36,80,6
102.005,1786574817.950,-46,-94,1134,36,80,6
103.005,1786574818.951,-47,-94,1200,36,80,6
104.002,1786574819.948,-46,-94,1200,36,80,6
105.001,1786574820.946,-46,-94,1200,36,80,6
106.001,1786574821.947,-46,-94,1200,36,80,6
107.004,1786574822.949,-47,-94,1200,36,80,6
108.003,1786574823.948,-47,-94,1200,36,80,6
109.001,1786574824.946,-44,-94,1200,36,80,6
110.001,1786574825.947,-45,-94,1200,36,80,6
111.005,1786574826.950,-46,-94,1200,36,80,6
112.001,1786574827.947,-46,-94,1200,36,80,6
113.002,1786574828.948,-46,-94,1200,36,80,6
114.003,1786574829.948,-45,-94,1200,36,80,6
115.000,1786574830.946,-47,-94,1200,36,80,6
116.001,1786574831.946,-46,-94,1200,36,80,6
117.002,1786574832.947,-45,-94,1200,36,80,6
118.002,1786574833.947,-44,-94,1200,36,80,6
119.002,1786574834.948,-45,-94,1200,36,80,6
120.003,1786574835.949,-45,-94,1200,36,80,6
121.005,1786574836.951,-45,-94,1200,36,80,6
122.005,1786574837.950,-45,-94,1200,36,80,6
123.005,1786574838.951,-45,-94,1200,36,80,6
124.001,1786574839.946,-45,-94,1200,36,80,6
125.005,1786574840.950,-44,-94,1200,36,80,6
126.005,1786574841.951,-44,-94,1200,36,80,6
127.002,1786574842.948,-45,-94,1200,36,80,6
128.004,1786574843.950,-45,-94,1200,36,80,6
129.005,1786574844.951,-45,-94,1200,36,80,6
130.001,1786574845.947,-44,-94,1200,36,80,6
131.002,1786574846.948,-44,-94,1200,36,80,6
132.001,1786574847.947,-45,-94,1200,36,80,6
133.005,1786574848.951,-45,-94,1200,36,80,6
134.001,1786574849.947,-45,-94,1200,36,80,6
135.005,1786574850.950,-46,-94,1200,36,80,6
136.005,1786574851.951,-47,-94,1200,36,80,6
137.000,1786574852.950,-46,-94,1200,36,80,6
138.000,1786574853.946,-47,-94,1200,36,80,6
139.000,1786574854.945,-46,-94,1200,36,80,6
140.004,1786574855.949,-47,-94,1200,36,80,6
141.001,1786574856.946,-48,-94,1200,36,80,6
142.001,1786574857.947,-46,-94,1200,36,80,6
143.005,1786574858.950,-45,-94,1200,36,80,6
