t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,radar_band
0.000,1786576061.288,-45,-94,1020,116,80,1
1.005,1786576062.296,-52,-94,1020,116,80,1
2.000,1786576063.290,-53,-94,1020,116,80,1
3.005,1786576064.297,-53,-94,864,116,80,1
4.004,1786576065.294,-52,-94,864,116,80,1
5.002,1786576066.292,-52,-94,864,116,80,1
6.005,1786576067.299,-53,-94,864,116,80,1
7.005,1786576068.295,-53,-94,864,116,80,1
8.003,1786576069.293,-53,-94,1020,116,80,1
9.003,1786576070.292,-54,-94,1020,116,80,1
10.005,1786576071.296,-52,-94,1020,116,80,1
11.002,1786576072.293,-50,-94,1020,116,80,1
12.004,1786576073.292,-53,-94,1020,116,80,1
13.000,1786576074.289,-51,-94,864,116,80,1
14.001,1786576075.295,-53,-94,864,116,80,1
15.004,1786576076.293,-54,-94,864,116,80,1
16.005,1786576077.294,-53,-94,864,116,80,1
17.005,1786576078.294,-53,-94,864,116,80,1
18.003,1786576079.292,-54,-94,864,116,80,1
19.000,1786576080.289,-54,-94,864,116,80,1
20.000,1786576081.289,-52,-94,864,116,80,1
21.000,1786576082.289,-51,-94,864,116,80,1
22.003,1786576083.292,-51,-94,864,116,80,1
23.000,1786576084.289,-53,-94,960,116,80,1
24.002,1786576085.291,-53,-94,960,116,80,1
25.005,1786576086.294,-53,-94,960,116,80,1
26.000,1786576087.289,-51,-94,960,116,80,1
27.005,1786576088.295,-51,-94,960,116,80,1
28.005,1786576089.295,-52,-94,864,116,80,1
29.005,1786576090.295,-51,-94,864,116,80,1
30.002,1786576091.291,-51,-94,864,116,80,1
31.005,1786576092.294,-53,-94,864,116,80,1
32.004,1786576093.293,-52,-94,864,116,80,1
33.000,1786576094.289,-52,-94,960,116,80,1
34.005,1786576095.294,-52,-94,960,116,80,1
35.001,1786576096.290,-52,-94,960,116,80,1
36.003,1786576097.292,-52,-94,960,116,80,1
37.005,1786576098.294,-54,-94,960,116,80,1
38.005,1786576099.294,-52,-94,960,116,80,1
39.003,1786576100.293,-52,-94,960,116,80,1
40.001,1786576101.289,-52,-94,960,116,80,1
41.005,1786576102.294,-53,-94,960,116,80,1
42.000,1786576103.289,-53,-94,960,116,80,1
43.000,1786576104.291,-52,-94,1080,116,80,1
44.001,1786576105.290,-52,-94,1080,116,80,1
45.004,1786576106.293,-52,-94,1080,116,80,1
46.003,1786576107.293,-54,-94,1080,116,80,1
47.003,1786576108.292,-52,-94,1080,116,80,1
48.001,1786576109.290,-52,-94,1080,116,80,1
49.001,1786576110.291,-53,-94,1080,116,80,1
50.005,1786576111.295,-53,-94,1080,116,80,1
51.001,1786576112.291,-53,-94,1080,116,80,1
52.002,1786576113.291,-52,-94,1080,116,80,1
53.000,1786576114.289,-52,-94,960,116,80,1
54.003,1786576115.293,-54,-94,960,116,80,1
55.002,1786576116.291,-52,-94,960,116,80,1
56.005,1786576117.293,-54,-94,960,116,80,1
57.002,1786576118.290,-52,-94,960,116,80,1
58.005,1786576119.294,-53,-94,864,116,80,1
59.005,1786576120.293,-53,-94,864,116,80,1
60.003,1786576121.293,-52,-94,864,116,80,1
61.004,1786576122.293,-52,-94,864,116,80,1
62.000,1786576123.290,-53,-94,864,116,80,1
63.000,1786576124.289,-52,-94,960,116,80,1
64.005,1786576125.294,-52,-94,960,116,80,1
65.003,1786576126.292,-52,-94,960,116,80,1
66.003,1786576127.291,-53,-94,960,116,80,1
67.001,1786576128.290,-53,-94,960,116,80,1
68.000,1786576129.290,-51,-94,960,116,80,1
69.002,1786576130.291,-53,-94,960,116,80,1
70.001,1786576131.289,-52,-94,960,116,80,1
71.000,1786576132.290,-51,-94,960,116,80,1
72.001,1786576133.292,-52,-94,960,116,80,1
73.000,1786576134.290,-51,-94,960,116,80,1
74.001,1786576135.291,-52,-94,960,116,80,1
75.002,1786576136.291,-52,-94,960,116,80,1
76.005,1786576137.294,-52,-94,960,116,80,1
77.005,1786576138.296,-52,-94,960,116,80,1
78.002,1786576139.291,-53,-94,960,116,80,1
79.002,1786576140.291,-52,-94,960,116,80,1
80.004,1786576141.294,-52,-94,960,116,80,1
81.002,1786576142.291,-53,-94,960,116,80,1
82.001,1786576143.291,-52,-94,960,116,80,1
83.001,1786576144.290,-52,-94,864,116,80,1
84.001,1786576145.291,-52,-94,864,116,80,1
85.000,1786576146.289,-53,-94,864,116,80,1
86.003,1786576147.293,-53,-94,864,116,80,1
87.005,1786576148.294,-53,-94,864,116,80,1
88.004,1786576149.294,-53,-94,864,116,80,1
89.001,1786576150.290,-53,-94,864,116,80,1
90.002,1786576151.291,-52,-94,864,116,80,1
91.000,1786576152.291,-52,-94,864,116,80,1
92.000,1786576153.289,-53,-94,864,116,80,1
93.001,1786576154.290,-52,-94,960,116,80,1
94.005,1786576155.294,-52,-94,960,116,80,1
95.002,1786576156.292,-52,-94,960,116,80,1
96.002,1786576157.291,-52,-94,960,116,80,1
97.000,1786576158.289,-52,-94,960,116,80,1
98.001,1786576159.291,-52,-94,960,116,80,1
99.000,1786576160.290,-52,-94,960,116,80,1
100.000,1786576161.289,-52,-94,960,116,80,1
101.001,1786576162.290,-52,-94,960,116,80,1
102.005,1786576163.294,-54,-94,960,116,80,1
103.000,1786576164.290,-52,-94,816,116,80,1
104.005,1786576165.293,-53,-94,816,116,80,1
105.005,1786576166.295,-53,-94,816,116,80,1
106.002,1786576167.291,-53,-94,816,116,80,1
107.002,1786576168.292,-52,-94,816,116,80,1
108.002,1786576169.292,-52,-94,960,116,80,1
109.005,1786576170.295,-53,-94,960,116,80,1
110.004,1786576171.294,-53,-94,960,116,80,1
111.005,1786576172.295,-52,-94,960,116,80,1
112.000,1786576173.290,-53,-94,960,116,80,1
113.002,1786576174.291,-53,-94,960,116,80,1
114.000,1786576175.290,-52,-94,960,116,80,1
115.005,1786576176.293,-52,-94,960,116,80,1
116.002,1786576177.291,-52,-94,960,116,80,1
117.005,1786576178.293,-52,-94,960,116,80,1
118.005,1786576179.295,-52,-94,960,116,80,1
119.000,1786576180.289,-53,-94,960,116,80,1
120.005,1786576181.295,-53,-94,960,116,80,1
121.003,1786576182.291,-54,-94,960,116,80,1
122.004,1786576183.295,-52,-94,960,116,80,1
123.001,1786576184.291,-53,-94,960,116,80,1
124.000,1786576185.291,-52,-94,960,116,80,1
125.000,1786576186.291,-52,-94,960,116,80,1
126.005,1786576187.295,-53,-94,960,116,80,1
127.005,1786576188.295,-53,-94,960,116,80,1
128.004,1786576189.294,-53,-94,960,116,80,1
129.005,1786576190.295,-52,-94,960,116,80,1
130.000,1786576191.290,-53,-94,960,116,80,1
131.001,1786576192.290,-54,-94,960,116,80,1
132.001,1786576193.290,-52,-94,960,116,80,1
133.001,1786576194.291,-52,-94,960,116,80,1
134.001,1786576195.290,-52,-94,960,116,80,1
135.005,1786576196.295,-51,-94,960,116,80,1
136.000,1786576197.289,-52,-94,960,116,80,1
137.004,1786576198.294,-51,-94,960,116,80,1
138.000,1786576199.291,-52,-94,864,116,80,1
139.000,1786576200.290,-52,-94,864,116,80,1
140.002,1786576201.294,-51,-94,864,116,80,1
141.000,1786576202.290,-50,-94,864,116,80,1
142.005,1786576203.294,-51,-94,864,116,80,1
143.000,1786576204.290,-52,-94,960,116,80,1
